Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
DBL Powell (WI),31,6,105,4,3.38,26.25,46.5,v South Africa,Port Elizabeth,26 Dec 2007,0,1,1
A Mithun (INDIA),28,3,105,4,3.75,26.25,42,v Sri Lanka,Galle,18 Jul 2010,0,1,1
Mohammed Shami (INDIA),29,6,105,4,3.62,26.25,43.5,v West Indies,Kingston,30 Jul 2016,0,1,1
PJ Cummins (AUS),39,10,106,4,2.71,26.5,58.5,v India,Ranchi,16 Mar 2017,0,1,1
N Pradeep (SL),33,5,107,4,3.24,26.75,49.5,v England,Chester-le-Street,27 May 2016,0,1,1
CBRLS Kumara (SL),25.1,2,107,4,4.25,26.75,37.7,v South Africa,Johannesburg,12 Jan 2017,0,1,1
JM Anderson (ENG),59,23,107,4,1.81,26.75,88.5,v Australia,Melbourne,26 Dec 2017,0,1,1
JJC Lawson (WI),40,14,108,4,2.7,27,60,v Bangladesh,Chittagong,16 Dec 2002,0,1,1
Shahadat Hossain (BDESH),20,3,108,4,5.4,27,30,v Sri Lanka,Colombo (PSS),20 Sep 2005,0,1,1
M Ntini (SA),49,16,109,4,2.22,27.25,73.5,v Pakistan,Faisalabad,24 Oct 2003,0,1,1
CD Collymore (WI),43,16,109,4,2.53,27.25,64.5,v Pakistan,Karachi,27 Nov 2006,0,1,1
BW Hilfenhaus (AUS),30,7,109,4,3.63,27.25,45,v England,Birmingham,30 Jul 2009,0,1,1
TL Best (WI),21,1,110,4,5.23,27.5,31.5,v New Zealand,Wellington,11 Dec 2013,0,1,1
D Gough (ENG),33.3,3,111,4,3.31,27.75,50.2,v Pakistan,Faisalabad,29 Nov 2000,0,1,1
AR Caddick (ENG),36,8,111,4,3.08,27.75,54,v New Zealand,Auckland,30 Mar 2002,0,1,1
IE O'Brien (NZ),43,11,111,4,2.58,27.75,64.5,v England,Manchester,23 May 2008,0,1,1
CS Martin (NZ),39,9,111,4,2.84,27.75,58.5,v Australia,Brisbane,20 Nov 2008,0,1,1
CA Walsh (WI),46,11,112,4,2.43,28,69,v Australia,Adelaide,15 Dec 2000,0,1,1
M Ntini (SA),44,9,112,4,2.54,28,66,v India,Kolkata,28 Nov 2004,0,1,1
GP Wickramasinghe (SL),44,9,113,4,2.56,28.25,66,v Pakistan,Rawalpindi,26 Feb 2000,0,1,1
CL Cairns (NZ),50.1,14,113,4,2.25,28.25,75.2,v Zimbabwe,Harare,19 Sep 2000,0,1,1
SM Pollock (SA),32.5,6,113,4,3.44,28.25,49.2,v New Zealand,Auckland,18 Mar 2004,0,1,1
A Nel (SA),49.4,13,113,4,2.27,28.25,74.5,v West Indies,Port of Spain,8 Apr 2005,0,1,1
A Flintoff (ENG),40.4,3,113,4,2.77,28.25,61,v India,Chennai,11 Dec 2008,0,1,1
M Ntini (SA),28,8,114,4,4.07,28.5,42,v England,Birmingham,24 Jul 2003,0,1,1
Umar Gul (PAK),33,4,114,4,3.45,28.5,49.5,v South Africa,Johannesburg,1 Feb 2013,0,1,1
M Morkel (SA),47.2,13,114,4,2.4,28.5,71,v England,The Oval,27 Jul 2017,0,1,1
JE Taylor (WI),33,7,115,4,3.48,28.75,49.5,v Pakistan,Lahore,11 Nov 2006,0,1,1
I Sharma (INDIA),33,5,116,4,3.51,29,49.5,v Bangladesh,Dhaka,24 Jan 2010,0,1,1
M Morkel (SA),34.1,9,116,4,3.39,29,51.2,v West Indies,Basseterre,18 Jun 2010,0,1,1
JM Anderson (ENG),37.3,9,116,4,3.09,29,56.2,v Australia,Perth,14 Dec 2017,0,1,1
J Srinath (INDIA),47.2,16,118,4,2.49,29.5,71,v Zimbabwe,Bulawayo,7 Jun 2001,0,1,1
A Nel (SA),39,9,118,4,3.02,29.5,58.5,v Pakistan,Karachi,1 Oct 2007,0,1,1
ST Finn (ENG),39,8,118,4,3.02,29.5,58.5,v India,Kolkata,5 Dec 2012,0,1,1
CT Tremlett (ENG),36,5,120,4,3.33,30,54,v Australia,Brisbane,21 Nov 2013,0,1,1
SM Pollock (SA),35,9,121,4,3.45,30.25,52.5,v Sri Lanka,Kandy,30 Jul 2000,0,1,1
M Morkel (SA),34,3,121,4,3.55,30.25,51,v England,Lord's,10 Jul 2008,0,1,1
Umar Gul (PAK),38.2,4,121,4,3.15,30.25,57.5,v Australia,Sydney,3 Jan 2010,0,1,1
CS Martin (NZ),41.3,9,122,4,2.93,30.5,62.2,v South Africa,Johannesburg,8 Nov 2007,0,1,1
SCJ Broad (ENG),33.5,6,122,4,3.6,30.5,50.7,v Australia,Sydney,3 Jan 2014,0,1,1
K Rabada (SA),34,3,122,4,3.58,30.5,51,v New Zealand,Hamilton,25 Mar 2017,0,1,1
A Nel (SA),37,10,126,4,3.4,31.5,55.5,v England,Birmingham,30 Jul 2008,0,1,1
JM Anderson (ENG),46,10,126,4,2.73,31.5,69,v Australia,Perth,16 Dec 2010,0,1,1
SM Pollock (SA),49,10,127,4,2.59,31.75,73.5,v Australia,Melbourne,26 Dec 2005,0,1,1
CD Collymore (WI),37,4,128,4,3.45,32,55.5,v Australia,Brisbane,3 Nov 2005,0,1,1
M Ntini (SA),37,9,128,4,3.45,32,55.5,v England,Birmingham,30 Jul 2008,0,1,1
DW Steyn (SA),35,6,128,4,3.65,32,52.5,v Sri Lanka,Colombo (SSC),24 Jul 2014,0,1,1
SM Pollock (SA),51.3,10,129,4,2.5,32.25,77.2,v Zimbabwe,Harare,7 Sep 2001,0,1,1
BW Hilfenhaus (AUS),32.5,6,129,4,3.92,32.25,49.2,v England,The Oval,20 Aug 2009,0,1,1
Tanvir Ahmed (PAK),35,5,129,4,3.68,32.25,52.5,v New Zealand,Wellington,15 Jan 2011,0,1,1
DW Steyn (SA),40.4,9,129,4,3.17,32.25,61,v Australia,Adelaide,22 Nov 2012,0,1,1
A Sanford (WI),37,4,132,4,3.56,33,55.5,v South Africa,Cape Town,2 Jan 2004,0,1,1
Mohammed Shami (INDIA),40,7,132,4,3.3,33,60,v New Zealand,Auckland,6 Feb 2014,0,1,1
JN Gillespie (AUS),44,14,133,4,3.02,33.25,66,v South Africa,Cape Town,8 Mar 2002,0,1,1
SM Pollock (SA),43.4,12,133,4,3.04,33.25,65.5,v England,Lord's,31 Jul 2003,0,1,1
A Nel (SA),45.2,5,133,4,2.93,33.25,68,v Australia,Perth,16 Dec 2005,0,1,1
Shahid Nazir (PAK),42,11,133,4,3.16,33.25,63,v England,Leeds,4 Aug 2006,0,1,1
JN Gillespie (AUS),41,9,134,4,3.26,33.5,61.5,v Sri Lanka,Colombo (SSC),24 Mar 2004,0,1,1
D Pretorius (SA),35,8,135,4,3.85,33.75,52.5,v England,Birmingham,24 Jul 2003,0,1,1
AB Agarkar (INDIA),37.1,8,135,4,3.63,33.75,55.7,v Australia,Brisbane,4 Dec 2003,0,1,1
MM Patel (INDIA),48,11,135,4,2.81,33.75,72,v West Indies,St John's,2 Jun 2006,0,1,1
I Sharma (INDIA),41.2,11,135,4,3.26,33.75,62,v New Zealand,Hamilton,18 Mar 2009,0,1,1
TT Bresnan (ENG),49,17,135,4,2.75,33.75,73.5,v Bangladesh,Chittagong,12 Mar 2010,0,1,1
CE Cuffy (WI),42,7,136,4,3.23,34,63,v India,Kolkata,30 Oct 2002,0,1,1
MJ Hoggard (ENG),49,6,136,4,2.77,34,73.5,v Pakistan,Multan,12 Nov 2005,0,1,1
G Onions (ENG),46,8,136,4,2.95,34,69,v South Africa,Centurion,16 Dec 2009,0,1,1
JN Gillespie (AUS),50,13,137,4,2.74,34.25,75,v India,Chennai,18 Mar 2001,0,1,1
JM Anderson (ENG),33,2,137,4,4.15,34.25,49.5,v New Zealand,Dunedin,6 Mar 2013,0,1,1
M Morkel (SA),45.3,9,138,4,3.03,34.5,68.2,v England,Lord's,16 Aug 2012,0,1,1
JM Anderson (ENG),48,11,138,4,2.87,34.5,72,v South Africa,Centurion,22 Jan 2016,0,1,1
JL Pattinson (AUS),45.5,14,139,4,3.03,34.75,68.7,v South Africa,Cape Town,1 Mar 2014,0,1,1
JM Anderson (ENG),47.4,12,139,4,2.91,34.75,71.5,v West Indies,North Sound,13 Apr 2015,0,1,1
PM Siddle (AUS),35.2,5,140,4,3.96,35,53,v England,Lord's,16 Jul 2009,0,1,1
AJ Hall (SA),45.4,6,141,4,3.08,35.25,68.5,v England,Leeds,21 Aug 2003,0,1,1
K Rabada (SA),44,8,141,4,3.2,35.25,66,v England,The Oval,27 Jul 2017,0,1,1
A Flintoff (ENG),56.1,4,142,4,2.52,35.5,84.2,v Pakistan,Faisalabad,20 Nov 2005,0,1,1
JE Taylor (WI),36,8,143,4,3.97,35.75,54,v New Zealand,Napier,19 Dec 2008,0,1,1
PM Siddle (AUS),38,9,144,4,3.78,36,57,v England,The Oval,20 Aug 2009,0,1,1
RK Kleinveldt (SA),39.1,6,146,4,3.72,36.5,58.7,v Australia,Adelaide,22 Nov 2012,0,1,1
M Morkel (SA),34.2,3,147,4,4.28,36.75,51.5,v England,Birmingham,30 Jul 2008,0,1,1
FH Edwards (WI),32.1,2,148,4,4.6,37,48.2,v England,Manchester,7 Jun 2007,0,1,1
SL Malinga (SL),29.2,2,149,4,5.07,37.25,44,v Australia,Cairns,9 Jul 2004,0,1,1
CT Tremlett (ENG),46.4,13,150,4,3.21,37.5,70,v Australia,Sydney,3 Jan 2011,0,1,1
RMS Eranga (SL),39.4,3,152,4,3.83,38,59.5,v England,Lord's,9 Jun 2016,0,1,1
DW Steyn (SA),40,6,155,4,3.87,38.75,60,v Australia,Sydney,3 Jan 2009,0,1,1
B Lee (AUS),37.2,3,157,4,4.2,39.25,56,v South Africa,Durban,15 Mar 2002,0,1,1
BW Hilfenhaus (AUS),44,5,157,4,3.56,39.25,66,v India,Mohali,1 Oct 2010,0,1,1
Mohammad Sami (PAK),39.5,4,159,4,3.99,39.75,59.7,v Australia,Perth,16 Dec 2004,0,1,1
Rubel Hossain (BDESH),46,5,159,4,3.45,39.75,69,v Zimbabwe,Harare,4 Aug 2011,0,1,1
J Srinath (INDIA),48,12,160,4,3.33,40,72,v West Indies,Kingston,18 May 2002,0,1,1
N Pradeep (SL),42,5,160,4,3.8,40,63,v England,Lord's,12 Jun 2014,0,1,1
B Kumar (INDIA),47,10,160,4,3.4,40,70.5,v England,Southampton,27 Jul 2014,0,1,1
TG Southee (NZ),51,11,160,4,3.13,40,76.5,v South Africa,Centurion,27 Aug 2016,0,1,1
JN Gillespie (AUS),42,6,162,4,3.85,40.5,63,v India,Kolkata,11 Mar 2001,0,1,1
DW Steyn (SA),42,7,162,4,3.85,40.5,63,v Australia,Perth,17 Dec 2008,0,1,1
BW Hilfenhaus (AUS),50,17,162,4,3.24,40.5,75,v England,Lord's,16 Jul 2009,0,1,1
N Pradeep (SL),36.1,3,164,4,4.53,41,54.2,v New Zealand,Dunedin,10 Dec 2015,0,1,1
KTGD Prasad (SL),38.2,5,166,4,4.33,41.5,57.5,v Bangladesh,Dhaka,26 Dec 2008,0,1,1
KAJ Roach (WI),43.5,9,166,4,3.78,41.5,65.7,v England,Leeds,25 Aug 2017,0,1,1
CD Collymore (WI),47,6,168,4,3.57,42,70.5,v England,Lord's,17 May 2007,0,1,1
Sohail Khan (PAK),42,8,168,4,4,42,63,v New Zealand,Hamilton,25 Nov 2016,0,1,1
CS Martin (NZ),45,8,169,4,3.75,42.25,67.5,v England,Lord's,20 May 2004,0,1,1
RJ Kirtley (ENG),50,14,171,4,3.42,42.75,75,v Sri Lanka,Kandy,10 Dec 2003,0,1,1
SL Malinga (SL),44,6,176,4,4,44,66,v India,Ahmedabad,18 Dec 2005,0,1,1
PM Siddle (AUS),43,6,176,4,4.09,44,64.5,v India,Mohali,17 Oct 2008,0,1,1
AR Caddick (ENG),48,7,177,4,3.68,44.25,72,v Australia,Melbourne,26 Dec 2002,0,1,1
B Lee (AUS),44,2,182,4,4.13,45.5,66,v England,Nottingham,25 Aug 2005,0,1,1
TG Southee (NZ),54,10,185,4,3.42,46.25,81,v Australia,Perth,13 Nov 2015,0,1,1
I Sharma (INDIA),54,11,187,4,3.46,46.75,81,v England,Lord's,21 Jul 2011,0,1,1
Mohammad Sami (PAK),56,7,212,4,3.78,53,84,v India,Bengaluru,8 Dec 2007,0,1,1
CK Langeveldt (SA),48,4,217,4,4.52,54.25,72,v Australia,Perth,16 Dec 2005,0,1,1
FH Edwards (WI),44,3,218,4,4.95,54.5,66,v South Africa,Cape Town,2 Jan 2004,0,1,1
I Sharma (INDIA),15,8,20,3,1.33,6.66,30,v Sri Lanka,Galle,31 Jul 2008,0,1,1
CS Martin (NZ),10,1,21,3,2.1,7,20,v Zimbabwe,Harare,7 Aug 2005,0,1,1
WJ Cronje (SA),12,5,23,3,1.91,7.66,24,v India,Mumbai,24 Feb 2000,0,1,1
JH Kallis (SA),16,8,30,3,1.87,10,32,v India,Mumbai,24 Feb 2000,0,1,1
DW Steyn (SA),16.1,4,30,3,1.85,10,32.3,v Bangladesh,Dhaka,30 Jul 2015,0,1,1
IE O'Brien (NZ),13.1,3,31,3,2.35,10.33,26.3,v Bangladesh,Dhaka,25 Oct 2008,0,1,1
Mohammed Shami (INDIA),15,6,32,3,2.13,10.66,30,v Sri Lanka,Pallekele,12 Aug 2017,0,1,1
SM Pollock (SA),24,11,34,3,1.41,11.33,48,v Bangladesh,Chittagong,24 Apr 2003,0,1,1
JDP Oram (NZ),22.5,9,36,3,1.57,12,45.6,v Bangladesh,Dhaka,19 Oct 2004,0,1,1
PM Siddle (AUS),12,5,37,3,3.08,12.33,24,v New Zealand,Wellington,12 Feb 2016,0,1,1
S Sreesanth (INDIA),15,2,38,3,2.53,12.66,30,v West Indies,Kingston,30 Jun 2006,0,1,1
AD Mathews (SL),12,2,39,3,3.25,13,24,v New Zealand,Christchurch,26 Dec 2014,0,1,1
SM Pollock (SA),22.2,10,40,3,1.79,13.33,44.6,v Sri Lanka,Colombo (SSC),6 Aug 2000,0,1,1
MS Kasprowicz (AUS),16,2,42,3,2.62,14,32,v New Zealand,Wellington,18 Mar 2005,0,1,1
M Dillon (WI),26,11,44,3,1.69,14.66,52,v India,Chennai,17 Oct 2002,0,1,1
M Ntini (SA),16.2,3,44,3,2.69,14.66,32.6,v India,Ahmedabad,3 Apr 2008,0,1,1
SR Watson (AUS),19,4,45,3,2.36,15,38,v India,Bengaluru,9 Oct 2008,0,1,1
S Sreesanth (INDIA),14,2,45,3,3.21,15,28,v South Africa,Durban,26 Dec 2010,0,1,1
MD Shanaka (SL),13,3,46,3,3.53,15.33,26,v England,Leeds,19 May 2016,0,1,1
CD McMillan (NZ),18,1,48,3,2.66,16,36,v Pakistan,Lahore,1 May 2002,0,1,1
VRV Singh (INDIA),15.2,5,48,3,3.13,16,30.6,v Bangladesh,Chittagong,18 May 2007,0,1,1
Waqar Younis (PAK),14.2,0,50,3,3.48,16.66,28.6,v Sri Lanka,Colombo (SSC),14 Jun 2000,0,1,1
CRD Fernando (SL),19,4,51,3,2.68,17,38,v Bangladesh,Bogra,8 Mar 2006,0,1,1
JH Kallis (SA),15,2,51,3,3.4,17,30,v England,The Oval,7 Aug 2008,0,1,1
BA Stokes (ENG),18.1,1,53,3,2.91,17.66,36.3,v South Africa,Johannesburg,14 Jan 2016,0,1,1
M Dillon (WI),31.2,9,54,3,1.72,18,62.6,v India,Mumbai,9 Oct 2002,0,1,1
JDP Oram (NZ),20,2,54,3,2.7,18,40,v Sri Lanka,Kandy,3 May 2003,0,1,1
M Morkel (SA),34,12,54,3,1.58,18,68,v Zimbabwe,Harare,9 Aug 2014,0,1,1
Hasan Ali (PAK),37,11,55,3,1.48,18.33,74,v West Indies,Roseau,10 May 2017,0,1,1
KAJ Roach (WI),24,8,57,3,2.37,19,48,v Zimbabwe,Bulawayo,21 Oct 2017,0,1,1
KM Jarvis (ZIM),18,2,57,3,3.16,19,36,v South Africa,Port Elizabeth,26 Dec 2017,0,1,1
KAJ Roach (WI),23.2,8,58,3,2.48,19.33,46.6,v New Zealand,Hamilton,9 Dec 2017,0,1,1
CB Mpofu (ZIM),13.3,1,58,3,4.29,19.33,27,v South Africa,Port Elizabeth,26 Dec 2017,0,1,1
CD Collymore (WI),25,5,60,3,2.4,20,50,v England,Manchester,7 Jun 2007,0,1,1
ST Gabriel (WI),21.3,2,60,3,2.79,20,43,v England,Lord's,17 May 2012,0,1,1
VD Philander (SA),27,8,61,3,2.25,20.33,54,v India,Mohali,5 Nov 2015,0,1,1
KHRK Fernando (SL),21,2,63,3,3,21,42,v South Africa,Johannesburg,8 Nov 2002,0,1,1
M Morkel (SA),15,2,63,3,4.2,21,30,v India,Kanpur,11 Apr 2008,0,1,1
CS Martin (NZ),19.2,4,63,3,3.25,21,38.6,v South Africa,Cape Town,2 Jan 2013,0,1,1
GD McGrath (AUS),28,15,64,3,2.28,21.33,56,v India,Mumbai,3 Nov 2004,0,1,1
PVD Chameera (SL),17,0,64,3,3.76,21.33,34,v England,Leeds,19 May 2016,0,1,1
HK Olonga (ZIM),31.1,8,65,3,2.08,21.66,62.3,v West Indies,Kingston,24 Mar 2000,0,1,1
CD McMillan (NZ),14,1,65,3,4.64,21.66,28,v Australia,Brisbane,8 Nov 2001,0,1,1
SM Pollock (SA),41.3,19,66,3,1.59,22,83,v India,Bengaluru,2 Mar 2000,0,1,1
J Srinath (INDIA),33,12,66,3,2,22,66,v Bangladesh,Dhaka,10 Nov 2000,0,1,1
MJ Hoggard (ENG),34,12,67,3,1.97,22.33,68,v India,Mumbai,18 Mar 2006,0,1,1
SCJ Broad (ENG),30,11,67,3,2.23,22.33,60,v West Indies,Port of Spain,6 Mar 2009,0,1,1
VD Philander (SA),20,3,67,3,3.35,22.33,40,v England,Lord's,6 Jul 2017,0,1,1
MJ Hoggard (ENG),18.4,3,68,3,3.64,22.66,37.3,v West Indies,Kingston,11 Mar 2004,0,1,1
DBL Powell (WI),24,7,68,3,2.83,22.66,48,v New Zealand,Dunedin,11 Dec 2008,0,1,1
JR Hazlewood (AUS),22,2,68,3,3.09,22.66,44,v England,Lord's,16 Jul 2015,0,1,1
SCJ Broad (ENG),35,12,69,3,1.97,23,70,v Australia,Brisbane,23 Nov 2017,0,1,1
SJ Harmison (ENG),20,4,70,3,3.5,23.33,40,v Australia,Sydney,2 Jan 2003,0,1,1
Khaled Mahmud (BDESH),35,11,70,3,2,23.33,70,v Pakistan,Peshawar,27 Aug 2003,0,1,1
M Ntini (SA),22.3,3,70,3,3.11,23.33,45,v Australia,Melbourne,26 Dec 2005,0,1,1
JH Kallis (SA),26,7,71,3,2.73,23.66,52,v New Zealand,Hamilton,10 Mar 2004,0,1,1
DW Steyn (SA),20,1,71,3,3.55,23.66,40,v India,Kanpur,11 Apr 2008,0,1,1
HK Olonga (ZIM),31,10,72,3,2.32,24,62,v West Indies,Port of Spain,16 Mar 2000,0,1,1
AB McDonald (AUS),28,7,72,3,2.57,24,56,v South Africa,Durban,6 Mar 2009,0,1,1
SM Pollock (SA),30.4,8,73,3,2.38,24.33,61.3,v Sri Lanka,Galle,20 Jul 2000,0,1,1
MR Marsh (AUS),17.3,2,73,3,4.17,24.33,35,v New Zealand,Wellington,12 Feb 2016,0,1,1
Mohammed Shami (INDIA),28,5,73,3,2.6,24.33,56,v West Indies,Gros Islet,9 Aug 2016,0,1,1
CEL Ambrose (WI),53,16,74,3,1.39,24.66,106,v England,The Oval,31 Aug 2000,0,1,1
Mashrafe Mortaza (BDESH),23,7,74,3,3.21,24.66,46,v Australia,Darwin,18 Jul 2003,0,1,1
DJ Bravo (WI),24.4,5,74,3,3,24.66,49.3,v England,Lord's,22 Jul 2004,0,1,1
DJG Sammy (WI),23,4,74,3,3.21,24.66,46,v Bangladesh,Khulna,21 Nov 2012,0,1,1
JR Hazlewood (AUS),15,0,74,3,4.93,24.66,30,v England,Birmingham,29 Jul 2015,0,1,1
Mushfiqur Rahman (BDESH),24.2,8,75,3,3.08,25,48.6,v Zimbabwe,Harare,19 Feb 2004,0,1,1
R Rampaul (WI),32,8,75,3,2.34,25,64,v England,Nottingham,25 May 2012,0,1,1
B Kumar (INDIA),24,7,75,3,3.12,25,48,v England,Manchester,7 Aug 2014,0,1,1
KD Mills (NZ),31,8,76,3,2.45,25.33,62,v England,Nottingham,5 Jun 2008,0,1,1
M Morkel (SA),29,8,76,3,2.62,25.33,58,v Australia,Perth,30 Nov 2012,0,1,1
A Flintoff (ENG),22,1,77,3,3.5,25.66,44,v Australia,Melbourne,26 Dec 2006,0,1,1
M Ntini (SA),32,8,78,3,2.43,26,64,v West Indies,Port of Spain,17 Mar 2001,0,1,1
DW Steyn (SA),22.1,5,78,3,3.51,26,44.3,v Bangladesh,Chittagong,21 Jul 2015,0,1,1
Sohail Khan (PAK),22,5,78,3,3.54,26,44,v New Zealand,Christchurch,17 Nov 2016,0,1,1
Abdul Razzaq (PAK),27,4,79,3,2.92,26.33,54,v Sri Lanka,Galle,21 Jun 2000,0,1,1
M Dillon (WI),25,8,79,3,3.16,26.33,50,v Australia,Brisbane,23 Nov 2000,0,1,1
AJ Bichel (AUS),25,4,79,3,3.16,26.33,50,v West Indies,Port of Spain,19 Apr 2003,0,1,1
A Flintoff (ENG),29.2,8,79,3,2.69,26.33,58.6,v West Indies,St John's,15 Feb 2009,0,1,1
MS Kasprowicz (AUS),15,3,80,3,5.33,26.66,30,v England,Birmingham,4 Aug 2005,0,1,1
DJ Bravo (WI),27,5,80,3,2.96,26.66,54,v Australia,Adelaide,4 Dec 2009,0,1,1
Al-Amin Hossain (BDESH),31,6,80,3,2.58,26.66,62,v West Indies,Gros Islet,13 Sep 2014,0,1,1
L Balaji (INDIA),33,11,81,3,2.45,27,66,v Pakistan,Lahore,5 Apr 2004,0,1,1
M Hayward (SA),16.4,0,81,3,4.86,27,33.3,v Sri Lanka,Galle,4 Aug 2004,0,1,1
ST Finn (ENG),37.5,5,81,3,2.14,27,75.6,v Sri Lanka,Colombo (PSS),3 Apr 2012,0,1,1
JH Kallis (SA),31,3,82,3,2.64,27.33,62,v Australia,Adelaide,14 Dec 2001,0,1,1
M Ntini (SA),33,8,82,3,2.48,27.33,66,v Bangladesh,Chittagong,24 Apr 2003,0,1,1
AM Blignaut (ZIM),20,2,83,3,4.15,27.66,40,v Australia,Sydney,17 Oct 2003,0,1,1
MS Kasprowicz (AUS),25,0,83,3,3.32,27.66,50,v South Africa,Cape Town,16 Mar 2006,0,1,1
Shahadat Hossain (BDESH),27,4,83,3,3.07,27.66,54,v New Zealand,Wellington,12 Jan 2008,0,1,1
SCJ Broad (ENG),29,4,83,3,2.86,27.66,58,v South Africa,Johannesburg,14 Jan 2010,0,1,1
SM Pollock (SA),31,3,84,3,2.7,28,62,v Australia,Melbourne,26 Dec 2001,0,1,1
A Mithun (INDIA),28,9,84,3,3,28,56,v West Indies,Bridgetown,28 Jun 2011,0,1,1
K Rabada (SA),25.1,4,84,3,3.33,28,50.3,v Australia,Adelaide,24 Nov 2016,0,1,1
Fazl-e-Akbar (PAK),27.2,6,85,3,3.1,28.33,54.6,v New Zealand,Hamilton,27 Mar 2001,0,1,1
KAJ Roach (WI),22,6,85,3,3.86,28.33,44,v New Zealand,Wellington,1 Dec 2017,0,1,1
MJ Hoggard (ENG),31,8,86,3,2.77,28.66,62,v West Indies,Port of Spain,19 Mar 2004,0,1,1
AA Donald (SA),28,7,87,3,3.1,29,56,v India,Bengaluru,2 Mar 2000,0,1,1
Fazl-e-Akbar (PAK),32,6,87,3,2.71,29,64,v New Zealand,Christchurch,15 Mar 2001,0,1,1
TA Copeland (AUS),39,15,87,3,2.23,29,78,v Sri Lanka,Pallekele,8 Sep 2011,0,1,1
Kamrul Islam Rabbi (BDESH),26,4,87,3,3.34,29,52,v New Zealand,Wellington,12 Jan 2017,0,1,1
FA Rose (WI),23,4,88,3,3.82,29.33,46,v England,Birmingham,15 Jun 2000,0,1,1
AJ Hall (SA),24,6,88,3,3.66,29.33,48,v England,Nottingham,14 Aug 2003,0,1,1
SB Styris (NZ),27,5,88,3,3.25,29.33,54,v England,Leeds,3 Jun 2004,0,1,1
RJ Harris (AUS),29.3,6,88,3,2.98,29.33,59,v New Zealand,Hamilton,27 Mar 2010,0,1,1
PM Siddle (AUS),29,7,88,3,3.03,29.33,58,v South Africa,Centurion,12 Feb 2014,0,1,1
CS Martin (NZ),22.1,4,89,3,4.01,29.66,44.3,v South Africa,Bloemfontein,17 Nov 2000,0,1,1
DBL Powell (WI),32,6,89,3,2.78,29.66,64,v England,Chester-le-Street,15 Jun 2007,0,1,1
JH Kallis (SA),29,6,89,3,3.06,29.66,58,v Australia,Perth,17 Dec 2008,0,1,1
PM Siddle (AUS),21.3,3,89,3,4.13,29.66,43,v England,Birmingham,30 Jul 2009,0,1,1
CS Martin (NZ),28,5,89,3,3.17,29.66,56,v Australia,Brisbane,1 Dec 2011,0,1,1
RAS Lakmal (SL),19.5,3,90,3,4.53,30,39.6,v New Zealand,Christchurch,26 Dec 2014,0,1,1
JH Kallis (SA),33,6,91,3,2.75,30.33,66,v Zimbabwe,Harare,7 Sep 2001,0,1,1
J Srinath (INDIA),33,8,91,3,2.75,30.33,66,v West Indies,Georgetown,11 Apr 2002,0,1,1
Waqar Younis (PAK),25,3,91,3,3.64,30.33,50,v South Africa,Durban,26 Dec 2002,0,1,1
DW Steyn (SA),23,1,91,3,3.95,30.33,46,v India,Ahmedabad,3 Apr 2008,0,1,1
FH Edwards (WI),22,4,91,3,4.13,30.33,44,v New Zealand,Dunedin,11 Dec 2008,0,1,1
TT Bresnan (ENG),34,9,91,3,2.67,30.33,68,v Bangladesh,Dhaka,20 Mar 2010,0,1,1
Mohammad Sami (PAK),26,5,92,3,3.53,30.66,52,v South Africa,Durban,26 Dec 2002,0,1,1
SR Clark (AUS),21,5,92,3,4.38,30.66,42,v England,Leeds,7 Aug 2009,0,1,1
AJ Hall (SA),25.4,7,93,3,3.62,31,51.3,v India,Kanpur,20 Nov 2004,0,1,1
A Nel (SA),33,8,93,3,2.81,31,66,v West Indies,Georgetown,31 Mar 2005,0,1,1
FH Edwards (WI),28,6,93,3,3.32,31,56,v South Africa,Port Elizabeth,26 Dec 2007,0,1,1
A Flintoff (ENG),43.2,11,93,3,2.14,31,86.6,v India,Mohali,19 Dec 2008,0,1,1
AA Donald (SA),43,17,94,3,2.18,31.33,86,v West Indies,Georgetown,9 Mar 2001,0,1,1
GD McGrath (AUS),42,16,94,3,2.23,31.33,84,v West Indies,St John's,9 May 2003,0,1,1
DAJ Bracewell (NZ),34,6,94,3,2.76,31.33,68,v South Africa,Port Elizabeth,11 Jan 2013,0,1,1
T Panyangara (ZIM),41,13,94,3,2.29,31.33,82,v Bangladesh,Khulna,3 Nov 2014,0,1,1
PJ Cummins (AUS),30,8,94,3,3.13,31.33,60,v India,Dharamsala,25 Mar 2017,0,1,1
HH Streak (ZIM),49,15,95,3,1.93,31.66,98,v England,Nottingham,1 Jun 2000,0,1,1
NJ Astle (NZ),50,25,95,3,1.9,31.66,100,v Zimbabwe,Harare,19 Sep 2000,0,1,1
B Lee (AUS),20,3,95,3,4.75,31.66,40,v South Africa,Johannesburg,22 Feb 2002,0,1,1
I Sharma (INDIA),27,5,95,3,3.51,31.66,54,v New Zealand,Napier,26 Mar 2009,0,1,1
JM Anderson (ENG),37,10,95,3,2.56,31.66,74,v New Zealand,Wellington,14 Mar 2013,0,1,1
AM Blignaut (ZIM),26.1,4,96,3,3.66,32,52.3,v England,Lord's,22 May 2003,0,1,1
CRD Fernando (SL),22.1,1,96,3,4.33,32,44.3,v Pakistan,Karachi,28 Oct 2004,0,1,1
