overs,mdns,runs,wkts,econ,ave,strike_rate,opposition,ground,home_away,bowling_arm,pace_spin,player,country,year,balls,year1_mtchs_pld,year2_mtchs_pld,year3_mtchs_pld,year4_mtchs_pld,year5_mtchs_pld,year1_wkts_pm,year2_wkts_pm,year3_wkts_pm,year4_wkts_pm,year5_wkts_pm,bowler_agnst_oppo,oppo_agnst_bowl_typ,bowl_home_adv,ground_bowl_typ
23,5,77,4,3.34,19.25,34.5,Sri Lanka,Galle,0,1,1,CS Martin,New Zealand,2009,138,8,2,8,5,6,2.625,3,3,2.6,4.83333333333333,1.44339622641509,0.936711522287637,0.414553472987872,0.601333333333333
21,1,125,2,5.95,62.5,63,Sri Lanka,Galle,0,1,1,IE O'Brien,New Zealand,2009,126,6,2,0,2,0,3.83333333333333,1.5,0,1,0,1,0.936711522287637,0.545454545454545,0.601333333333333
35.4,8,90,2,2.52,45,107,India,Hamilton,1,0,0,DL Vettori,New Zealand,2009,214,10,2,5,3,7,3.3,1.5,3.8,2.66666666666667,2.57142857142857,0.76171875,0.661162079510703,0.52289156626506,0.852826510721247
50,9,120,7,2.4,17.14,42.8,New Zealand,Hamilton,0,1,0,Harbhajan Singh,India,2009,300,13,1,5,2,5,4.84615384615385,3,2.6,7,6.8,0.471153846153846,1.01272681451613,0.358024691358025,0.852826510721247
23,1,98,0,4.26,1000,1000,India,Hamilton,1,0,1,JEC Franklin,New Zealand,2009,138,2,0,8,5,2,1.5,0,3.625,4.2,3,1,0.948536478811708,0.429864253393665,1.05094466936572
22,4,98,1,4.45,98,132,India,Hamilton,1,1,1,KD Mills,New Zealand,2009,132,6,0,3,2,1,2.83333333333333,0,3.33333333333333,1,1,1,1.01284403669725,0.517241379310345,1.05094466936572
30,9,98,3,3.26,32.66,60,India,Hamilton,1,1,1,CS Martin,New Zealand,2009,180,8,2,8,5,6,2.625,3,3,2.6,4.83333333333333,1,1.01284403669725,0.585446527012128,1.05094466936572
33,7,103,3,3.12,34.33,66,India,Hamilton,1,1,1,IE O'Brien,New Zealand,2009,198,6,2,0,2,0,3.83333333333333,1.5,0,1,0,1,1.01284403669725,0.454545454545455,1.05094466936572
44,10,149,3,3.38,49.66,88,New Zealand,Hamilton,0,0,1,Z Khan,India,2009,264,8,5,2,0,5,3,5.6,4,0,2.2,1.16847826086957,1.46198156682028,0.574700109051254,1.05094466936572
35,6,120,5,3.42,24,42,New Zealand,Hamilton,0,1,1,MM Patel,India,2009,210,0,1,6,0,0,0,1,4,0,0,1,0.964717741935484,0.375,1.05094466936572
41.2,11,135,4,3.26,33.75,62,New Zealand,Hamilton,0,1,1,I Sharma,India,2009,248,13,0,0,0,0,2.53846153846154,0,0,0,0,1,0.964717741935484,0.336538461538462,1.05094466936572
29,2,100,3,3.44,33.33,58,Australia,Johannesburg,1,0,0,PL Harris,South Africa,2009,174,10,2,0,0,0,2.2,5,0,0,0,1.125,0.869839837581773,0.611111111111111,0.608880308880309
14,2,54,0,3.85,1000,1000,Australia,Johannesburg,1,1,0,JP Duminy,South Africa,2009,84,0,0,0,0,0,0,0,0,0,0,1,1.32673709269454,0.5,0.608880308880309
38,9,123,5,3.23,24.6,45.6,Australia,Johannesburg,1,1,1,M Ntini,South Africa,2009,228,11,4,10,9,11,3,2.5,5.6,4.66666666666667,3.27272727272727,1.09157266091573,0.914885114885115,0.599496221662469,1.05357803987941
46.4,9,164,5,3.51,32.8,56,Australia,Johannesburg,1,1,1,DW Steyn,South Africa,2009,280,9,4,6,1,2,5.11111111111111,6.75,3.83333333333333,2,2.5,1.49514563106796,0.914885114885115,0.521619135234591,1.05357803987941
38.4,4,158,4,4.08,39.5,58,Australia,Johannesburg,1,1,1,M Morkel,South Africa,2009,232,9,0,1,0,0,2.88888888888889,0,3,0,0,1.03448275862069,0.914885114885115,0.509433962264151,1.05357803987941
52.3,9,137,8,2.6,17.12,39.3,South Africa,Johannesburg,0,0,1,MG Johnson,Australia,2009,315,14,3,0,0,0,4.14285714285714,3.66666666666667,0,0,0,1.60144927536232,1.13242662848962,0.400728597449909,1.05357803987941
32,12,53,2,1.65,26.5,96,South Africa,Johannesburg,0,1,1,AB McDonald,Australia,2009,192,0,0,0,0,0,0,0,0,0,0,1,0.986828919112384,0.5,1.05357803987941
46,9,122,6,2.65,20.33,46,South Africa,Johannesburg,0,1,1,PM Siddle,Australia,2009,276,3,0,0,0,0,3,0,0,0,0,0.833333333333333,0.986828919112384,0.615384615384615,1.05357803987941
56,16,126,3,2.25,42,112,South Africa,Johannesburg,0,1,1,BW Hilfenhaus,Australia,2009,336,0,0,0,0,0,0,0,0,0,0,1,0.986828919112384,0.5,1.05357803987941
33,2,121,5,3.66,24.2,39.6,India,Kanpur,0,0,0,HMRKB Herath,Sri Lanka,2009,198,1,0,0,2,2,0,0,0,1.5,3.5,1,0.661162079510703,0.391304347826087,1.28645833333333
38,3,162,2,4.26,81,114,India,Kanpur,0,1,0,BAW Mendis,Sri Lanka,2009,228,3,0,0,0,0,8.66666666666667,0,0,0,0,1,1.24495412844037,0.5,1.28645833333333
37,0,175,2,4.72,87.5,111,India,Kanpur,0,1,0,M Muralitharan,Sri Lanka,2009,222,5,5,7,5,4,6.6,4.4,9,6.2,8.25,0.991253644314869,1.24495412844037,0.419282789427969,1.28645833333333
38.3,16,73,4,1.89,18.25,57.7,Sri Lanka,Kanpur,1,0,0,PP Ojha,India,2009,231,0,0,0,0,0,0,0,0,0,0,1,1.1414124668435,0.5,1.28645833333333
43,7,152,5,3.53,30.4,51.6,Sri Lanka,Kanpur,1,1,0,Harbhajan Singh,India,2009,258,13,1,5,2,5,4.84615384615385,3,2.6,7,6.8,0.987179487179487,1.19612068965517,0.641975308641975,1.28645833333333
26,4,103,0,3.96,1000,1000,India,Kanpur,0,0,1,UWMBCA Welegedara,Sri Lanka,2009,156,0,1,0,0,0,0,2,0,0,0,1,0.948536478811708,0.5,0.791666666666667
17,2,49,0,2.88,1000,1000,India,Kanpur,0,1,1,AD Mathews,Sri Lanka,2009,102,0,0,0,0,0,0,0,0,0,0,1,1.01284403669725,0.5,0.791666666666667
28,5,114,2,4.07,57,84,Sri Lanka,Kanpur,1,0,1,Z Khan,India,2009,168,8,5,2,0,5,3,5.6,4,0,2.2,0.934782608695652,0.850464190981432,0.425299890948746,0.791666666666667
33,8,122,6,3.69,20.33,33,Sri Lanka,Kanpur,1,1,1,S Sreesanth,India,2009,198,3,4,7,0,0,1,2.75,4.42857142857143,0,0,1,0.936711522287637,0.395604395604396,0.791666666666667
58.4,15,108,8,1.84,13.5,44,England,Kingston,1,0,0,SJ Benn,West Indies,2009,352,3,0,0,0,0,2.33333333333333,0,0,0,0,1,0.639632107023411,0.75,0.77970297029703
24,9,40,1,1.66,40,144,England,Kingston,1,1,0,CH Gayle,West Indies,2009,144,5,3,5,4,5,1.4,1.66666666666667,1.2,2.5,1.4,1.28571428571429,1.27926421404682,0.417177914110429,0.77970297029703
47,14,122,1,2.59,122,282,West Indies,Kingston,0,0,0,MS Panesar,England,2009,282,12,10,8,0,0,3.08333333333333,4,2.75,0,0,2.22222222222222,0.947503924646782,0.43656207366985,0.77970297029703
20,5,54,2,2.7,27,60,England,Kingston,1,1,1,DBL Powell,West Indies,2009,120,9,4,1,9,0,1.88888888888889,2.75,4,2.55555555555556,0,0.956284153005465,0.952341137123746,0.458333333333333,1.06294200848656
14,1,58,0,4.14,1000,1000,England,Kingston,1,1,1,FH Edwards,West Indies,2009,84,7,3,3,4,8,4.14285714285714,4,3,2,2.25,0.905882352941176,0.952341137123746,0.569420035149385,1.06294200848656
20,4,74,3,3.7,24.66,40,England,Kingston,1,1,1,JE Taylor,West Indies,2009,120,8,4,3,0,0,3.25,2.5,4.66666666666667,0,0,0.435897435897436,0.952341137123746,0.626728110599078,1.06294200848656
24,5,35,0,1.45,1000,1000,West Indies,Kingston,0,0,1,RJ Sidebottom,England,2009,144,8,9,0,0,0,5.875,3.22222222222222,0,0,0,1.19298245614035,1.16938775510204,0.530782029950083,1.06294200848656
33,11,72,2,2.18,36,99,West Indies,Kingston,0,1,1,A Flintoff,England,2009,198,5,1,10,8,13,3.2,1,3.1,4.875,3.07692307692308,0.894117647058823,0.939177705411472,0.508771929824561,1.06294200848656
29,7,85,5,2.93,17,34.8,West Indies,Kingston,0,1,1,SCJ Broad,England,2009,174,9,1,0,0,0,2.55555555555556,1,0,0,0,1,0.939177705411472,0.559322033898305,1.06294200848656
20.4,4,49,2,2.37,24.5,62,West Indies,Kingston,0,1,1,SJ Harmison,England,2009,124,3,7,6,8,13,2,3.42857142857143,2.16666666666667,2.375,5.15384615384615,1.43111111111111,0.939177705411472,0.398963730569948,1.06294200848656
16,4,64,0,4,1000,1000,Australia,Leeds,1,1,0,GP Swann,England,2009,96,2,0,0,0,0,4,0,0,0,0,1,1.32673709269454,0.5,0.670717592592593
25.1,6,91,6,3.61,15.16,25.1,Australia,Leeds,1,1,1,SCJ Broad,England,2009,151,9,1,0,0,0,2.55555555555556,1,0,0,0,1,0.914885114885115,0.440677966101695,1.05699118589744
18,3,89,0,4.94,1000,1000,Australia,Leeds,1,1,1,JM Anderson,England,2009,108,11,5,3,1,3,4.09090909090909,3.8,2.66666666666667,2,1.66666666666667,0.514184397163121,0.914885114885115,0.602616516762061,1.05699118589744
22,5,80,2,3.63,40,66,Australia,Leeds,1,1,1,G Onions,England,2009,132,0,0,0,0,0,0,0,0,0,0,1,0.914885114885115,0.5,1.05699118589744
23,4,98,2,4.26,49,69,Australia,Leeds,1,1,1,SJ Harmison,England,2009,138,3,7,6,8,13,2,3.42857142857143,2.16666666666667,2.375,5.15384615384615,0.744761904761905,0.914885114885115,0.601036269430052,1.05699118589744
19.3,3,69,5,3.53,13.8,23.4,England,Leeds,0,0,1,MG Johnson,Australia,2009,117,14,3,0,0,0,4.14285714285714,3.66666666666667,0,0,0,1,1.12461538461538,0.400728597449909,1.05699118589744
12,2,50,1,4.16,50,72,England,Leeds,0,1,1,PM Siddle,Australia,2009,72,3,0,0,0,0,3,0,0,0,0,1,0.952341137123746,0.615384615384615,1.05699118589744
19,2,60,4,3.15,15,28.5,England,Leeds,0,1,1,BW Hilfenhaus,Australia,2009,114,0,0,0,0,0,0,0,0,0,0,1,0.952341137123746,0.5,1.05699118589744
21,5,92,3,4.38,30.66,42,England,Leeds,0,1,1,SR Clark,Australia,2009,126,10,4,7,0,0,3.1,4.25,5.85714285714286,0,0,1.22696629213483,0.952341137123746,0.512965050732807,1.05699118589744
28,3,87,4,3.1,21.75,42,Australia,Lord's,1,1,0,GP Swann,England,2009,168,2,0,0,0,0,4,0,0,0,0,1,1.32673709269454,0.5,0.866666666666667
27,4,84,2,3.11,42,81,England,Lord's,0,0,0,SJ Benn,West Indies,2009,162,3,0,0,0,0,2.33333333333333,0,0,0,0,1,0.639632107023411,0.25,0.866666666666667
16.3,2,59,0,3.57,1000,1000,England,Lord's,0,1,0,MJ North,Australia,2009,99,0,0,0,0,0,0,0,0,0,0,1,1.27926421404682,0.5,0.866666666666667
16,1,80,3,5,26.66,32,England,Lord's,0,1,0,NM Hauritz,Australia,2009,96,2,0,0,0,1,4,0,0,0,2,1,1.27926421404682,0.333333333333333,0.866666666666667
17,4,39,3,2.29,13,34,West Indies,Lord's,1,1,0,GP Swann,England,2009,102,2,0,0,0,0,4,0,0,0,0,1,1.21136577708006,0.5,0.866666666666667
39,8,119,6,3.05,19.83,39,Australia,Lord's,1,1,1,A Flintoff,England,2009,234,5,1,10,8,13,3.2,1,3.1,4.875,3.07692307692308,1.10647058823529,0.914885114885115,0.491228070175439,1.03508771929825
34,4,127,3,3.73,42.33,68,Australia,Lord's,1,1,1,SCJ Broad,England,2009,204,9,1,0,0,0,2.55555555555556,1,0,0,0,1,0.914885114885115,0.440677966101695,1.03508771929825
42,9,141,4,3.35,35.25,63,Australia,Lord's,1,1,1,JM Anderson,England,2009,252,11,5,3,1,3,4.09090909090909,3.8,2.66666666666667,2,1.66666666666667,0.514184397163121,0.914885114885115,0.602616516762061,1.03508771929825
11,1,41,3,3.72,13.66,22,Australia,Lord's,1,1,1,G Onions,England,2009,66,0,0,0,0,0,0,0,0,0,0,1,0.914885114885115,0.5,1.03508771929825
38.4,4,200,3,5.17,66.66,77.3,England,Lord's,0,0,1,MG Johnson,Australia,2009,232,14,3,0,0,0,4.14285714285714,3.66666666666667,0,0,0,1,1.12461538461538,0.400728597449909,1.03508771929825
35.2,5,140,4,3.96,35,53,England,Lord's,0,1,1,PM Siddle,Australia,2009,212,3,0,0,0,0,3,0,0,0,0,1,0.952341137123746,0.615384615384615,1.03508771929825
24,5,75,0,3.12,1000,1000,England,Lord's,0,1,1,LS Baker,West Indies,2009,144,1,0,0,0,0,0,0,0,0,0,1,0.952341137123746,0.5,1.03508771929825
26.3,4,92,6,3.47,15.33,26.5,England,Lord's,0,1,1,FH Edwards,West Indies,2009,159,7,3,3,4,8,4.14285714285714,4,3,2,2.25,0.905882352941176,0.952341137123746,0.430579964850615,1.03508771929825
50,17,162,4,3.24,40.5,75,England,Lord's,0,1,1,BW Hilfenhaus,Australia,2009,300,0,0,0,0,0,0,0,0,0,0,1,0.952341137123746,0.5,1.03508771929825
24,2,83,2,3.45,41.5,72,England,Lord's,0,1,1,JE Taylor,West Indies,2009,144,8,4,3,0,0,3.25,2.5,4.66666666666667,0,0,0.435897435897436,0.952341137123746,0.373271889400922,1.03508771929825
30.2,2,120,5,3.95,24,36.4,West Indies,Lord's,1,1,1,SCJ Broad,England,2009,182,9,1,0,0,0,2.55555555555556,1,0,0,0,1,0.939177705411472,0.440677966101695,1.03508771929825
15,6,38,2,2.53,19,45,West Indies,Lord's,1,1,1,JM Anderson,England,2009,90,11,5,3,1,3,4.09090909090909,3.8,2.66666666666667,2,1.66666666666667,0.514184397163121,0.939177705411472,0.602616516762061,1.03508771929825
12,2,64,2,5.33,32,36,West Indies,Lord's,1,1,1,G Onions,England,2009,72,0,0,0,0,0,0,0,0,0,0,1,0.939177705411472,0.5,1.03508771929825
53.3,2,240,3,4.48,80,107,India,Mumbai (BS),0,0,0,HMRKB Herath,Sri Lanka,2009,321,1,0,0,2,2,0,0,0,1.5,3.5,1,0.661162079510703,0.391304347826087,1
51,4,195,4,3.82,48.75,76.5,India,Mumbai (BS),0,1,0,M Muralitharan,Sri Lanka,2009,306,5,5,7,5,4,6.6,4.4,9,6.2,8.25,0.991253644314869,1.24495412844037,0.419282789427969,1
46.4,5,185,5,3.96,37,56,Sri Lanka,Mumbai (BS),1,0,0,PP Ojha,India,2009,280,0,0,0,0,0,0,0,0,0,0,1,1.1414124668435,0.5,1
66.4,8,192,6,2.88,32,66.6,Sri Lanka,Mumbai (BS),1,1,0,Harbhajan Singh,India,2009,400,13,1,5,2,5,4.84615384615385,3,2.6,7,6.8,0.987179487179487,1.19612068965517,0.641975308641975,1
30,3,131,1,4.36,131,180,India,Mumbai (BS),0,0,1,UWMBCA Welegedara,Sri Lanka,2009,180,0,1,0,0,0,0,2,0,0,0,1,0.948536478811708,0.5,1
20,1,105,1,5.25,105,120,India,Mumbai (BS),0,1,1,KMDN Kulasekara,Sri Lanka,2009,120,1,0,2,1,0,1,0,0,1,0,2,1.01284403669725,0.25,1
40,7,142,6,3.55,23.66,40,Sri Lanka,Mumbai (BS),1,0,1,Z Khan,India,2009,240,8,5,2,0,5,3,5.6,4,0,2.2,0.934782608695652,0.850464190981432,0.425299890948746,1
29,5,118,2,4.06,59,87,Sri Lanka,Mumbai (BS),1,1,1,S Sreesanth,India,2009,174,3,4,7,0,0,1,2.75,4.42857142857143,0,0,1,0.936711522287637,0.395604395604396,1
57,18,121,3,2.12,40.33,114,India,Napier,1,0,0,DL Vettori,New Zealand,2009,342,10,2,5,3,7,3.3,1.5,3.8,2.66666666666667,2.57142857142857,0.76171875,0.661162079510703,0.52289156626506,0.998217468805704
64,12,180,4,2.81,45,96,India,Napier,1,1,0,JS Patel,New Zealand,2009,384,3,0,1,0,0,4.66666666666667,0,3,0,0,1,1.24495412844037,0.608695652173913,0.998217468805704
12,0,59,0,4.91,1000,1000,New Zealand,Napier,0,0,0,Yuvraj Singh,India,2009,72,2,0,0,0,0,1,0,0,0,0,1,0.802656546489564,0.5,0.998217468805704
41.4,7,120,2,2.88,60,125,New Zealand,Napier,0,1,0,Harbhajan Singh,India,2009,250,13,1,5,2,5,4.84615384615385,3,2.6,7,6.8,0.471153846153846,1.01272681451613,0.358024691358025,0.998217468805704
12,0,73,0,6.08,1000,1000,New Zealand,Napier,0,1,0,V Sehwag,India,2009,72,4,1,3,0,0,2.25,1,3,0,0,1,1.01272681451613,0.481481481481481,0.998217468805704
36,9,82,0,2.27,1000,1000,India,Napier,1,0,1,JEC Franklin,New Zealand,2009,216,2,0,8,5,2,1.5,0,3.625,4.2,3,1,0.948536478811708,0.429864253393665,1.00081699346405
54,13,175,4,3.24,43.75,81,India,Napier,1,1,1,CS Martin,New Zealand,2009,324,8,2,8,5,6,2.625,3,3,2.6,4.83333333333333,1,1.01284403669725,0.585446527012128,1.00081699346405
11,5,38,0,3.45,1000,1000,India,Napier,1,1,1,JD Ryder,New Zealand,2009,66,0,0,0,0,0,0,0,0,0,0,1,1.01284403669725,0.5,1.00081699346405
45.5,13,160,2,3.49,80,137.5,India,Napier,1,1,1,IE O'Brien,New Zealand,2009,271,6,2,0,2,0,3.83333333333333,1.5,0,1,0,1,1.01284403669725,0.454545454545455,1.00081699346405
34,6,129,3,3.79,43,68,New Zealand,Napier,0,0,1,Z Khan,India,2009,204,8,5,2,0,5,3,5.6,4,0,2.2,1.16847826086957,1.46198156682028,0.574700109051254,1.00081699346405
28,3,128,0,4.57,1000,1000,New Zealand,Napier,0,1,1,MM Patel,India,2009,168,0,1,6,0,0,0,1,4,0,0,1,0.964717741935484,0.375,1.00081699346405
27,5,95,3,3.51,31.66,54,New Zealand,Napier,0,1,1,I Sharma,India,2009,162,13,0,0,0,0,2.53846153846154,0,0,0,0,1,0.964717741935484,0.336538461538462,1.00081699346405
39,6,116,4,2.97,29,58.5,Australia,Perth,0,0,0,SJ Benn,West Indies,2009,234,3,0,0,0,0,2.33333333333333,0,0,0,0,1.28571428571429,0.869839837581773,0.25,1.18446601941748
23,4,74,2,3.21,37,69,Australia,Perth,0,1,0,N Deonarine,West Indies,2009,138,0,0,0,2,0,0,0,0,0.5,0,1,1.32673709269454,0.5,1.18446601941748
40,8,127,4,3.17,31.75,60,West Indies,Perth,1,1,0,NM Hauritz,Australia,2009,240,2,0,0,0,1,4,0,0,0,2,1,1.21136577708006,0.666666666666667,1.18446601941748
28,3,113,1,4.03,113,168,Australia,Perth,0,1,1,GC Tonge,West Indies,2009,168,0,0,0,0,0,0,0,0,0,0,1,0.914885114885115,0.5,0.959417475728155
22,2,104,2,4.72,52,66,Australia,Perth,0,1,1,KAJ Roach,West Indies,2009,132,0,0,0,0,0,0,0,0,0,0,1,0.914885114885115,0.5,0.959417475728155
35.1,7,121,5,3.44,24.2,42.2,Australia,Perth,0,1,1,DJ Bravo,West Indies,2009,211,6,4,4,5,4,3.16666666666667,2.5,2,2.2,4,1.29375,0.914885114885115,0.61455525606469,0.959417475728155
22,6,85,1,3.86,85,132,Australia,Perth,0,1,1,R Rampaul,West Indies,2009,132,0,0,0,0,0,0,0,0,0,0,1,0.914885114885115,0.5,0.959417475728155
40.3,6,141,8,3.48,17.62,30.3,West Indies,Perth,1,0,1,DE Bollinger,Australia,2009,243,0,0,0,0,0,0,0,0,0,0,1,1.16938775510204,0.5,0.959417475728155
34,8,159,5,4.67,31.8,40.8,West Indies,Perth,1,0,1,MG Johnson,Australia,2009,204,14,3,0,0,0,4.14285714285714,3.66666666666667,0,0,0,0.821256038647343,1.16938775510204,0.599271402550091,0.959417475728155
26,8,64,2,2.46,32,78,West Indies,Perth,1,1,1,SR Watson,Australia,2009,156,5,0,0,0,0,2.4,0,0,0,0,1,0.939177705411472,0.444444444444444,0.959417475728155
28,5,101,1,3.6,101,168,West Indies,Perth,1,1,1,CJ McKay,Australia,2009,168,0,0,0,0,0,0,0,0,0,0,1,0.939177705411472,0.5,0.959417475728155
39.5,2,126,1,3.16,126,239,England,Port of Spain,1,0,0,RO Hinds,West Indies,2009,235,0,0,0,2,2,0,0,0,0.5,2,2,0.639632107023411,1,0.735679214402619
26,1,80,0,3.07,1000,1000,England,Port of Spain,1,1,0,CH Gayle,West Indies,2009,156,5,3,5,4,5,1.4,1.66666666666667,1.2,2.5,1.4,1.28571428571429,1.27926421404682,0.417177914110429,0.735679214402619
62.5,15,148,4,2.35,37,94.2,West Indies,Port of Spain,0,0,0,MS Panesar,England,2009,377,12,10,8,0,0,3.08333333333333,4,2.75,0,0,2.22222222222222,0.947503924646782,0.43656207366985,0.735679214402619
66.4,25,143,6,2.14,23.83,66.6,West Indies,Port of Spain,0,1,0,GP Swann,England,2009,400,2,0,0,0,0,4,0,0,0,0,1,1.21136577708006,0.5,0.735679214402619
23,3,77,0,3.34,1000,1000,England,Port of Spain,1,0,1,BP Nash,West Indies,2009,138,0,0,0,0,0,0,0,0,0,0,1,1.12461538461538,0.5,1.07635933806147
16,1,79,1,4.93,79,96,England,Port of Spain,1,1,1,DBL Powell,West Indies,2009,96,9,4,1,9,0,1.88888888888889,2.75,4,2.55555555555556,0,0.956284153005465,0.952341137123746,0.458333333333333,1.07635933806147
23,4,77,2,3.34,38.5,69,England,Port of Spain,1,1,1,LS Baker,West Indies,2009,138,1,0,0,0,0,0,0,0,0,0,1,0.952341137123746,0.5,1.07635933806147
35.4,6,130,2,3.64,65,107,England,Port of Spain,1,1,1,FH Edwards,West Indies,2009,214,7,3,3,4,8,4.14285714285714,4,3,2,2.25,0.905882352941176,0.952341137123746,0.569420035149385,1.07635933806147
30,11,67,3,2.23,22.33,60,West Indies,Port of Spain,0,1,1,SCJ Broad,England,2009,180,9,1,0,0,0,2.55555555555556,1,0,0,0,1,0.939177705411472,0.559322033898305,1.07635933806147
48,14,94,4,1.95,23.5,72,West Indies,Port of Spain,0,1,1,JM Anderson,England,2009,288,11,5,3,1,3,4.09090909090909,3.8,2.66666666666667,2,1.66666666666667,0.514184397163121,0.939177705411472,0.397383483237939,1.07635933806147
25,1,111,1,4.44,111,150,West Indies,Port of Spain,0,1,1,A Khan,England,2009,150,0,0,0,0,0,0,0,0,0,0,1,0.939177705411472,0.5,1.07635933806147
53,6,201,2,3.79,100.5,159,England,St John's,1,0,0,SJ Benn,West Indies,2009,318,3,0,0,0,0,2.33333333333333,0,0,0,0,1,0.639632107023411,0.75,0.902631578947368
33.2,5,131,4,3.93,32.75,50,England,St John's,1,0,0,RO Hinds,West Indies,2009,200,0,0,0,2,2,0,0,0,0.5,2,2,0.639632107023411,1,0.902631578947368
13,1,41,1,3.15,41,78,England,St John's,1,1,0,CH Gayle,West Indies,2009,78,5,3,5,4,5,1.4,1.66666666666667,1.2,2.5,1.4,1.28571428571429,1.27926421404682,0.417177914110429,0.902631578947368
63,19,149,8,2.36,18.62,47.2,West Indies,St John's,0,1,0,GP Swann,England,2009,378,2,0,0,0,0,4,0,0,0,0,1,1.21136577708006,0.5,0.902631578947368
11,2,34,1,3.09,34,66,England,St John's,1,0,1,BP Nash,West Indies,2009,66,0,0,0,0,0,0,0,0,0,0,1,1.12461538461538,0.5,1.05409356725146
26,3,103,0,3.96,1000,1000,England,St John's,1,1,1,DBL Powell,West Indies,2009,156,9,4,1,9,0,1.88888888888889,2.75,4,2.55555555555556,0,0.956284153005465,0.952341137123746,0.458333333333333,1.05409356725146
26,2,75,2,2.88,37.5,78,England,St John's,1,1,1,FH Edwards,West Indies,2009,156,7,3,3,4,8,4.14285714285714,4,3,2,2.25,0.905882352941176,0.952341137123746,0.569420035149385,1.05409356725146
28,7,73,2,2.6,36.5,84,England,St John's,1,1,1,JE Taylor,West Indies,2009,168,8,4,3,0,0,3.25,2.5,4.66666666666667,0,0,0.435897435897436,0.952341137123746,0.626728110599078,1.05409356725146
29.2,8,79,3,2.69,26.33,58.6,West Indies,St John's,0,1,1,A Flintoff,England,2009,176,5,1,10,8,13,3.2,1,3.1,4.875,3.07692307692308,0.894117647058823,0.939177705411472,0.508771929824561,1.05409356725146
35,7,93,4,2.65,23.25,52.5,West Indies,St John's,0,1,1,SCJ Broad,England,2009,210,9,1,0,0,0,2.55555555555556,1,0,0,0,1,0.939177705411472,0.559322033898305,1.05409356725146
44,7,123,2,2.79,61.5,132,West Indies,St John's,0,1,1,JM Anderson,England,2009,264,11,5,3,1,3,4.09090909090909,3.8,2.66666666666667,2,1.66666666666667,0.514184397163121,0.939177705411472,0.397383483237939,1.05409356725146
34,6,98,2,2.88,49,102,West Indies,St John's,0,1,1,SJ Harmison,England,2009,204,3,7,6,8,13,2,3.42857142857143,2.16666666666667,2.375,5.15384615384615,1.43111111111111,0.939177705411472,0.398963730569948,1.05409356725146
49.5,7,147,4,2.94,36.75,74.7,Australia,Sydney,0,0,0,PL Harris,South Africa,2009,295,10,2,0,0,0,2.2,5,0,0,0,1.125,0.869839837581773,0.388888888888889,0.905325443786982
48,14,115,1,2.39,115,288,South Africa,Sydney,1,1,0,NM Hauritz,Australia,2009,288,2,0,0,0,1,4,0,0,0,2,1.2,1.11961942257218,0.666666666666667,0.905325443786982
30,11,67,1,2.23,67,180,Australia,Sydney,0,1,1,JH Kallis,South Africa,2009,180,9,3,7,7,7,1.88888888888889,0.666666666666667,1.85714285714286,1,1.28571428571429,1.26923076923077,0.914885114885115,0.515933232169955,1.05351170568562
41,6,168,1,4.09,168,246,Australia,Sydney,0,1,1,M Ntini,South Africa,2009,246,11,4,10,9,11,3,2.5,5.6,4.66666666666667,3.27272727272727,1.09157266091573,0.914885114885115,0.400503778337531,1.05351170568562
40,6,155,4,3.87,38.75,60,Australia,Sydney,0,1,1,DW Steyn,South Africa,2009,240,9,4,6,1,2,5.11111111111111,6.75,3.83333333333333,2,2.5,1.49514563106796,0.914885114885115,0.478380864765409,1.05351170568562
39,5,127,3,3.25,42.33,78,Australia,Sydney,0,1,1,M Morkel,South Africa,2009,234,9,0,1,0,0,2.88888888888889,0,3,0,0,1.03448275862069,0.914885114885115,0.490566037735849,1.05351170568562
44,9,131,2,2.97,65.5,132,South Africa,Sydney,1,0,1,DE Bollinger,Australia,2009,264,0,0,0,0,0,0,0,0,0,0,1,1.13242662848962,0.5,1.05351170568562
51.2,13,118,4,2.29,29.5,77,South Africa,Sydney,1,0,1,MG Johnson,Australia,2009,308,14,3,0,0,0,4.14285714285714,3.66666666666667,0,0,0,1.60144927536232,1.13242662848962,0.599271402550091,1.05351170568562
35,14,73,3,2.08,24.33,70,South Africa,Sydney,1,1,1,AB McDonald,Australia,2009,210,0,0,0,0,0,0,0,0,0,0,1,0.986828919112384,0.5,1.05351170568562
54.5,23,113,8,2.06,14.12,41.1,South Africa,Sydney,1,1,1,PM Siddle,Australia,2009,329,3,0,0,0,0,3,0,0,0,0,0.833333333333333,0.986828919112384,0.384615384615385,1.05351170568562
54.2,11,158,8,2.9,19.75,40.7,Australia,The Oval,1,1,0,GP Swann,England,2009,326,2,0,0,0,0,4,0,0,0,0,1,1.32673709269454,0.5,1.0683929074022
44,7,131,4,2.97,32.75,66,England,The Oval,0,1,0,MJ North,Australia,2009,264,0,0,0,0,0,0,0,0,0,0,1,1.27926421404682,0.5,1.0683929074022
24.5,5,77,1,3.1,77,149,Australia,The Oval,1,1,1,A Flintoff,England,2009,149,5,1,10,8,13,3.2,1,3.1,4.875,3.07692307692308,1.10647058823529,0.914885114885115,0.491228070175439,0.979237867395762
