overs,mdns,runs,wkts,econ,ave,strike_rate,opposition,ground,home_away,bowling_arm,pace_spin,player,country,year,balls,year1_mtchs_pld,year2_mtchs_pld,year3_mtchs_pld,year4_mtchs_pld,year5_mtchs_pld,year1_wkts_pm,year2_wkts_pm,year3_wkts_pm,year4_wkts_pm,year5_wkts_pm,bowler_agnst_oppo,oppo_agnst_bowl_typ,bowl_home_adv,ground_bowl_typ
20,2,92,2,4.6,46,60,South Africa,Centurion,0,1,1,D Gough,England,2000,120,,,,,,,,,,,,,,
28,7,93,2,3.32,46.5,84,West Indies,Bridgetown,0,1,1,M Ntini,South Africa,2001,168,,,,,,,,,,,,,,
24.5,3,93,2,3.74,46.5,74.5,England,Nottingham,0,1,1,AB Agarkar,India,2002,149,,,,,,,,,,,,,,
44,15,94,2,2.13,47,132,West Indies,Kingston,0,1,1,JH Kallis,South Africa,2001,264,,,,,,,,,,,,,,
31,6,95,2,3.06,47.5,93,South Africa,Cape Town,0,1,1,AR Caddick,England,2000,186,,,,,,,,,,,,,,
27,5,95,2,3.51,47.5,81,Australia,Melbourne,0,1,1,NAM McLean,West Indies,2000,162,,,,,,,,,,,,,,
32,7,98,2,3.06,49,96,West Indies,Georgetown,0,1,1,M Ntini,South Africa,2001,192,,,,,,,,,,,,,,
45,13,98,2,2.17,49,135,India,Ahmedabad,0,1,1,MJ Hoggard,England,2001,270,,,,,,,,,,,,,,
24.3,5,98,2,4,49,73.5,West Indies,Georgetown,0,1,1,B Lee,Australia,2003,147,,,,,,,,,,,,,,
28,4,105,2,3.75,52.5,84,Australia,Sydney,0,1,1,J Srinath,India,2000,168,,,,,,,,,,,,,,
28.2,8,106,2,3.74,53,85,Australia,Adelaide,0,1,1,SJ Harmison,England,2002,170,,,,,,,,,,,,,,
51,9,108,2,2.11,54,153,Australia,Melbourne,0,1,1,CA Walsh,West Indies,2000,306,,,,,,,,,,,,,,
40,9,109,2,2.72,54.5,120,Australia,Sydney,0,1,1,CA Walsh,West Indies,2001,240,,,,,,,,,,,,,,
26,1,109,2,4.19,54.5,78,Australia,Melbourne,0,1,1,M Hayward,South Africa,2001,156,,,,,,,,,,,,,,
35,5,111,2,3.17,55.5,105,England,The Oval,0,1,1,AJ Hall,South Africa,2003,210,,,,,,,,,,,,,,
39,7,113,2,2.89,56.5,117,South Africa,Johannesburg,0,1,1,VC Drakes,West Indies,2003,234,,,,,,,,,,,,,,
30,3,113,2,3.76,56.5,90,South Africa,Durban,0,1,1,VC Drakes,West Indies,2003,180,,,,,,,,,,,,,,
27,6,94,2,3.48,47,81,England,Leeds,0,1,1,CL Cairns,New Zealand,2004,162,,,,,,,,,,,,,,
33,2,109,2,3.3,54.5,99,Sri Lanka,Galle,0,1,1,L Klusener,South Africa,2004,198,,,,,,,,,,,,,,
34,5,117,2,3.44,58.5,102,England,The Oval,0,1,1,JH Kallis,South Africa,2003,204,,,,,,,,,,,,,,
26,2,118,2,4.53,59,78,South Africa,Johannesburg,0,1,1,CD Collymore,West Indies,2003,156,,,,,,,,,,,,,,
51,11,121,2,2.37,60.5,153,Sri Lanka,Galle,0,1,1,M Dillon,West Indies,2001,306,,,,,,,,,,,,,,
46,7,122,2,2.65,61,138,South Africa,Johannesburg,0,1,1,M Dillon,West Indies,2003,276,,,,,,,,,,,,,,
28,3,123,2,4.39,61.5,84,New Zealand,Christchurch,0,1,1,A Flintoff,England,2002,168,,,,,,,,,,,,,,
37,9,128,2,3.45,64,111,England,Nottingham,0,1,1,JH Kallis,South Africa,2003,222,,,,,,,,,,,,,,
29,4,130,2,4.48,65,87,Australia,Perth,0,1,1,M Dillon,West Indies,2000,174,,,,,,,,,,,,,,
46,9,131,2,2.84,65.5,138,Sri Lanka,Colombo (SSC),0,1,1,M Dillon,West Indies,2001,276,,,,,,,,,,,,,,
31,4,131,2,4.22,65.5,93,Sri Lanka,Colombo (SSC),0,1,1,RJ Kirtley,England,2003,186,,,,,,,,,,,,,,
37.4,7,138,2,3.66,69,113,Sri Lanka,Galle,0,1,1,CEL Stuart,West Indies,2001,226,,,,,,,,,,,,,,
42,6,141,2,3.35,70.5,126,India,Kolkata,0,1,1,JJC Lawson,West Indies,2002,252,,,,,,,,,,,,,,
29,2,144,2,4.96,72,87,Australia,Perth,0,1,1,AJ Tudor,England,2002,174,,,,,,,,,,,,,,
45,12,115,2,2.55,57.5,135,England,Lord's,0,1,1,JDP Oram,New Zealand,2004,270,,,,,,,,,,,,,,
47.1,8,151,2,3.2,75.5,141.5,Australia,Melbourne,0,1,1,SJ Harmison,England,2002,283,,,,,,,,,,,,,,
39,5,154,2,3.94,77,117,Australia,Perth,0,1,1,SE Bond,New Zealand,2001,234,,,,,,,,,,,,,,
45,5,156,2,3.46,78,135,South Africa,Port Elizabeth,0,1,1,AB Agarkar,India,2001,270,,,,,,,,,,,,,,
40,3,162,2,4.05,81,120,South Africa,Johannesburg,0,1,1,FH Edwards,West Indies,2003,240,,,,,,,,,,,,,,
38,7,168,2,4.42,84,114,England,Leeds,0,1,1,B Lee,Australia,2001,228,,,,,,,,,,,,,,
48,10,170,2,3.54,85,144,England,Leeds,0,1,1,JN Gillespie,Australia,2001,288,,,,,,,,,,,,,,
48,8,178,2,3.7,89,144,India,Kolkata,0,1,1,MS Kasprowicz,Australia,2001,288,,,,,,,,,,,,,,
12,6,17,1,1.41,17,72,India,Bengaluru,0,1,1,WJ Cronje,South Africa,2000,72,,,,,,,,,,,,,,
12.1,4,20,1,1.64,20,73,Sri Lanka,Colombo (SSC),0,1,1,L Klusener,South Africa,2000,73,,,,,,,,,,,,,,
10,3,24,1,2.4,24,60,England,Lord's,0,1,1,RD King,West Indies,2000,60,,,,,,,,,,,,,,
16,5,27,1,1.68,27,96,New Zealand,Hamilton,0,1,1,T Yohannan,India,2002,96,,,,,,,,,,,,,,
17,6,31,1,1.82,31,102,South Africa,Port Elizabeth,0,1,1,CD McMillan,New Zealand,2000,102,,,,,,,,,,,,,,
26,10,33,1,1.26,33,156,New Zealand,Wellington,0,1,1,A Flintoff,England,2002,156,,,,,,,,,,,,,,
13,2,40,1,3.07,40,78,South Africa,Port Elizabeth,0,1,1,KP Walmsley,New Zealand,2000,78,,,,,,,,,,,,,,
19,7,40,1,2.1,40,114,India,Mohali,0,1,1,SB Styris,New Zealand,2003,114,,,,,,,,,,,,,,
17,7,41,1,2.41,41,102,Sri Lanka,Galle,0,1,1,JH Kallis,South Africa,2000,102,,,,,,,,,,,,,,
11,3,29,1,2.63,29,66,India,Kanpur,0,1,1,Z de Bruyn,South Africa,2004,66,,,,,,,,,,,,,,
15,5,43,1,2.86,43,90,West Indies,Bridgetown,0,1,1,DR Tuffey,New Zealand,2002,90,,,,,,,,,,,,,,
18,5,45,1,2.5,45,108,South Africa,Centurion,0,1,1,KHRK Fernando,Sri Lanka,2002,108,,,,,,,,,,,,,,
20,6,45,1,2.25,45,120,Sri Lanka,Kandy,0,1,1,DR Tuffey,New Zealand,2003,120,,,,,,,,,,,,,,
12,1,46,1,3.83,46,72,Australia,Sydney,0,1,1,SC Ganguly,India,2000,72,,,,,,,,,,,,,,
36,18,46,1,1.27,46,216,South Africa,Port Elizabeth,0,1,1,NJ Astle,New Zealand,2000,216,,,,,,,,,,,,,,
16,3,46,1,2.87,46,96,England,Lord's,0,1,1,B Lee,Australia,2001,96,,,,,,,,,,,,,,
19,7,46,1,2.42,46,114,Australia,Brisbane,0,1,1,NJ Astle,New Zealand,2001,114,,,,,,,,,,,,,,
34.5,18,48,1,1.37,48,209,England,Birmingham,0,1,1,CEL Ambrose,West Indies,2000,209,,,,,,,,,,,,,,
13.1,1,54,1,4.1,54,79,New Zealand,Wellington,0,1,1,AB Agarkar,India,2002,79,,,,,,,,,,,,,,
17,5,54,1,3.17,54,102,Sri Lanka,Colombo (PSS),0,1,1,DR Tuffey,New Zealand,2003,102,,,,,,,,,,,,,,
17,5,54,1,3.17,54,102,Sri Lanka,Galle,0,1,1,RL Johnson,England,2003,102,,,,,,,,,,,,,,
24,5,57,1,2.37,57,144,South Africa,Bloemfontein,0,1,1,NJ Astle,New Zealand,2000,144,,,,,,,,,,,,,,
30,13,62,1,2.06,62,180,Sri Lanka,Colombo (PSS),0,1,1,JDP Oram,New Zealand,2003,180,,,,,,,,,,,,,,
27,6,63,1,2.33,63,162,West Indies,Georgetown,0,1,1,SB Bangar,India,2002,162,,,,,,,,,,,,,,
16,3,67,1,4.18,67,96,England,Lord's,0,1,1,FA Rose,West Indies,2000,96,,,,,,,,,,,,,,
19,1,73,1,3.84,73,114,Sri Lanka,Galle,0,1,1,M Ntini,South Africa,2000,114,,,,,,,,,,,,,,
24,4,73,1,3.04,73,144,England,The Oval,0,1,1,B Lee,Australia,2001,144,,,,,,,,,,,,,,
34,12,75,1,2.2,75,204,West Indies,Kingston,0,1,1,JM Kemp,South Africa,2001,204,,,,,,,,,,,,,,
16,2,71,1,4.43,71,96,England,Lord's,0,1,1,CL Cairns,New Zealand,2004,96,,,,,,,,,,,,,,
17,4,75,1,4.41,75,102,Sri Lanka,Colombo (SSC),0,1,1,M Hayward,South Africa,2004,102,,,,,,,,,,,,,,
31.4,7,78,1,2.46,78,190,Australia,Brisbane,0,1,1,CA Walsh,West Indies,2000,190,,,,,,,,,,,,,,
25,6,78,1,3.12,78,150,Sri Lanka,Kandy,0,1,1,SE Bond,New Zealand,2003,150,,,,,,,,,,,,,,
39,15,80,1,2.05,80,234,South Africa,Durban,0,1,1,GD McGrath,Australia,2002,234,,,,,,,,,,,,,,
20,2,81,1,4.05,81,120,Australia,Sydney,0,1,1,NAM McLean,West Indies,2001,120,,,,,,,,,,,,,,
24,4,83,1,3.45,83,144,Sri Lanka,Galle,0,1,1,BKV Prasad,India,2001,144,,,,,,,,,,,,,,
29,8,83,1,2.86,83,174,South Africa,Durban,0,1,1,JN Gillespie,Australia,2002,174,,,,,,,,,,,,,,
21,4,83,1,3.95,83,126,West Indies,St George's,0,1,1,IG Butler,New Zealand,2002,126,,,,,,,,,,,,,,
26,5,83,1,3.19,83,156,India,Ahmedabad,0,1,1,SB Styris,New Zealand,2003,156,,,,,,,,,,,,,,
26,4,84,1,3.23,84,156,Australia,Adelaide,0,1,1,MJ Hoggard,England,2002,156,,,,,,,,,,,,,,
28,10,86,1,3.07,86,168,Australia,Sydney,0,1,1,BKV Prasad,India,2000,168,,,,,,,,,,,,,,
28,7,86,1,3.07,86,168,Australia,Perth,0,1,1,SJ Harmison,England,2002,168,,,,,,,,,,,,,,
21.5,2,92,1,4.21,92,131,England,Birmingham,0,1,1,TCB Fernando,Sri Lanka,2002,127,,,,,,,,,,,,,,
26.1,7,88,1,3.36,88,157,England,Leeds,0,1,1,DR Tuffey,New Zealand,2004,157,,,,,,,,,,,,,,
22,5,93,1,4.22,93,132,England,Leeds,0,1,1,NAM McLean,West Indies,2000,132,,,,,,,,,,,,,,
39.2,15,95,1,2.41,95,236,New Zealand,Wellington,0,1,1,GD McGrath,Australia,2000,236,,,,,,,,,,,,,,
26,3,95,1,3.65,95,156,Sri Lanka,Galle,0,1,1,D Gough,England,2001,156,,,,,,,,,,,,,,
20,2,95,1,4.75,95,120,South Africa,Johannesburg,0,1,1,CRD Fernando,Sri Lanka,2002,120,,,,,,,,,,,,,,
33,8,95,1,2.87,95,198,India,Ahmedabad,0,1,1,JDP Oram,New Zealand,2003,198,,,,,,,,,,,,,,
30,4,99,1,3.3,99,180,India,Mumbai,0,1,1,DW Fleming,Australia,2001,180,,,,,,,,,,,,,,
19,1,100,1,5.26,100,114,England,Leeds,0,1,1,D Pretorius,South Africa,2003,114,,,,,,,,,,,,,,
40,12,102,1,2.55,102,240,Australia,Adelaide,0,1,1,SM Pollock,South Africa,2001,240,,,,,,,,,,,,,,
31,6,103,1,3.32,103,186,India,Ahmedabad,0,1,1,DR Tuffey,New Zealand,2003,186,,,,,,,,,,,,,,
25,2,105,1,4.2,105,150,South Africa,Cape Town,0,1,1,CRD Fernando,Sri Lanka,2001,150,,,,,,,,,,,,,,
35,6,105,1,3,105,210,West Indies,Georgetown,0,1,1,SM Pollock,South Africa,2001,210,,,,,,,,,,,,,,
16,1,107,1,6.68,107,96,South Africa,Centurion,0,1,1,CRD Fernando,Sri Lanka,2001,96,,,,,,,,,,,,,,
21.3,1,108,1,5.02,108,129,West Indies,Gros Islet,0,1,1,RAP Nissanka,Sri Lanka,2003,129,,,,,,,,,,,,,,
31,5,109,1,3.51,109,186,South Africa,Centurion,0,1,1,M Dillon,West Indies,2004,186,,,,,,,,,,,,,,
33,5,111,1,3.36,111,198,South Africa,Durban,0,1,1,M Dillon,West Indies,2003,198,,,,,,,,,,,,,,
25,1,115,1,4.6,115,150,South Africa,Durban,0,1,1,FH Edwards,West Indies,2003,150,,,,,,,,,,,,,,
35,7,116,1,3.31,116,210,India,Mohali,0,1,1,IG Butler,New Zealand,2003,210,,,,,,,,,,,,,,
31,6,119,1,3.83,119,186,Australia,Sydney,0,1,1,AA Donald,South Africa,2002,186,,,,,,,,,,,,,,
42,13,120,1,2.85,120,252,West Indies,St John's,0,1,1,JN Gillespie,Australia,2003,252,,,,,,,,,,,,,,
28,3,122,1,4.35,122,168,Australia,Hobart,0,1,1,CL Cairns,New Zealand,2001,168,,,,,,,,,,,,,,
32,6,123,1,3.84,123,192,Sri Lanka,Colombo (SSC),0,1,1,MI Black,West Indies,2001,192,,,,,,,,,,,,,,
22,1,129,1,5.86,129,132,Australia,Sydney,0,1,1,JH Kallis,South Africa,2002,132,,,,,,,,,,,,,,
31,4,129,1,4.16,129,186,England,The Oval,0,1,1,M Ntini,South Africa,2003,186,,,,,,,,,,,,,,
28,0,135,1,4.82,135,168,Australia,Hobart,0,1,1,SE Bond,New Zealand,2001,168,,,,,,,,,,,,,,
35,4,139,1,3.97,139,210,Australia,Perth,0,1,1,CS Martin,New Zealand,2001,210,,,,,,,,,,,,,,
36,7,130,1,3.61,130,216,England,Lord's,0,1,1,DR Tuffey,New Zealand,2004,216,,,,,,,,,,,,,,
46,7,132,1,2.86,132,276,South Africa,Cape Town,0,1,1,VC Drakes,West Indies,2004,276,,,,,,,,,,,,,,
12,5,18,0,1.5,1000,1000,Australia,Perth,0,1,1,NJ Astle,New Zealand,2001,72,,,,,,,,,,,,,,
14,7,30,0,2.14,1000,1000,West Indies,Bridgetown,0,1,1,AA Donald,South Africa,2001,84,,,,,,,,,,,,,,
26,15,31,0,1.19,1000,1000,South Africa,Johannesburg,0,1,1,NJ Astle,New Zealand,2000,156,,,,,,,,,,,,,,
10,3,33,0,3.3,1000,1000,West Indies,Bridgetown,0,1,1,L Klusener,South Africa,2001,60,,,,,,,,,,,,,,
15,4,38,0,2.53,1000,1000,Sri Lanka,Galle,0,1,1,L Klusener,South Africa,2000,90,,,,,,,,,,,,,,
13,2,38,0,2.92,1000,1000,South Africa,Bloemfontein,0,1,1,CD McMillan,New Zealand,2000,78,,,,,,,,,,,,,,
21,10,40,0,1.9,1000,1000,West Indies,Port of Spain,0,1,1,L Klusener,South Africa,2001,126,,,,,,,,,,,,,,
15,4,40,0,2.66,1000,1000,West Indies,St George's,0,1,1,CZ Harris,New Zealand,2002,90,,,,,,,,,,,,,,
10,1,40,0,4,1000,1000,Australia,Perth,0,1,1,MA Butcher,England,2002,60,,,,,,,,,,,,,,
13,4,40,0,3.07,1000,1000,West Indies,Georgetown,0,1,1,AJ Bichel,Australia,2003,78,,,,,,,,,,,,,,
17,5,41,0,2.41,1000,1000,South Africa,Johannesburg,0,1,1,CD McMillan,New Zealand,2000,102,,,,,,,,,,,,,,
12,1,41,0,3.41,1000,1000,India,Kolkata,0,1,1,RT Ponting,Australia,2001,72,,,,,,,,,,,,,,
12.3,3,44,0,3.52,1000,1000,Sri Lanka,Colombo (SSC),0,1,1,SC Ganguly,India,2001,75,,,,,,,,,,,,,,
12,0,44,0,3.66,1000,1000,West Indies,St John's,0,1,1,SC Ganguly,India,2002,72,,,,,,,,,,,,,,
13,5,37,0,2.84,1000,1000,England,Lord's,0,1,1,SB Styris,New Zealand,2004,78,,,,,,,,,,,,,,
30,13,46,0,1.53,1000,1000,Sri Lanka,Galle,0,1,1,AR Caddick,England,2001,180,,,,,,,,,,,,,,
13,3,48,0,3.69,1000,1000,Sri Lanka,Colombo (SSC),0,1,1,JH Kallis,South Africa,2000,78,,,,,,,,,,,,,,
11,2,48,0,4.36,1000,1000,England,Leeds,0,1,1,RD King,West Indies,2000,66,,,,,,,,,,,,,,
20,4,49,0,2.45,1000,1000,Sri Lanka,Galle,0,1,1,MJ Hoggard,England,2003,120,,,,,,,,,,,,,,
13,2,50,0,3.84,1000,1000,South Africa,Durban,0,1,1,WW Hinds,West Indies,2003,78,,,,,,,,,,,,,,
13,2,52,0,4,1000,1000,Australia,Melbourne,0,1,1,MA Butcher,England,2002,78,,,,,,,,,,,,,,
10,0,53,0,5.3,1000,1000,India,Mumbai,0,1,1,L Klusener,South Africa,2000,60,,,,,,,,,,,,,,
17,3,55,0,3.23,1000,1000,Australia,Melbourne,0,1,1,JH Kallis,South Africa,2001,102,,,,,,,,,,,,,,
19,4,60,0,3.15,1000,1000,South Africa,Johannesburg,0,1,1,DR Tuffey,New Zealand,2000,114,,,,,,,,,,,,,,
19,7,64,0,3.36,1000,1000,Australia,Adelaide,0,1,1,M Ntini,South Africa,2001,114,,,,,,,,,,,,,,
36,11,64,0,1.77,1000,1000,West Indies,Bridgetown,0,1,1,GD McGrath,Australia,2003,216,,,,,,,,,,,,,,
12,2,71,0,5.91,1000,1000,England,Birmingham,0,1,1,B Lee,Australia,2001,72,,,,,,,,,,,,,,
19,5,48,0,2.52,1000,1000,Sri Lanka,Colombo (SSC),0,1,1,BA Williams,Australia,2004,114,,,,,,,,,,,,,,
24,7,55,0,2.29,1000,1000,Australia,Adelaide,0,1,1,JDP Oram,New Zealand,2004,144,,,,,,,,,,,,,,
15,1,74,0,4.93,1000,1000,Australia,Hobart,0,1,1,DR Tuffey,New Zealand,2001,90,,,,,,,,,,,,,,
18,1,75,0,4.16,1000,1000,Australia,Adelaide,0,1,1,MI Black,West Indies,2000,108,,,,,,,,,,,,,,
25,5,79,0,3.16,1000,1000,Australia,Brisbane,0,1,1,NAM McLean,West Indies,2000,150,,,,,,,,,,,,,,
34,11,80,0,2.35,1000,1000,India,Mohali,0,1,1,A Flintoff,England,2001,204,,,,,,,,,,,,,,
45,19,82,0,1.82,1000,1000,West Indies,St John's,0,1,1,J Srinath,India,2002,270,,,,,,,,,,,,,,
20,3,83,0,4.15,1000,1000,England,Manchester,0,1,1,FA Rose,West Indies,2000,120,,,,,,,,,,,,,,
35,11,84,0,2.4,1000,1000,West Indies,Bridgetown,0,1,1,SM Pollock,South Africa,2001,210,,,,,,,,,,,,,,
32,7,85,0,2.65,1000,1000,West Indies,Bridgetown,0,1,1,J Srinath,India,2002,192,,,,,,,,,,,,,,
24,5,85,0,3.54,1000,1000,Sri Lanka,Colombo (SSC),0,1,1,JM Anderson,England,2003,144,,,,,,,,,,,,,,
30,6,93,0,3.1,1000,1000,Australia,Brisbane,0,1,1,DJ Nash,New Zealand,2001,180,,,,,,,,,,,,,,
19,3,95,0,5,1000,1000,Australia,Sydney,0,1,1,AB Agarkar,India,2000,114,,,,,,,,,,,,,,
20,2,95,0,4.75,1000,1000,Australia,Adelaide,0,1,1,AR Caddick,England,2002,120,,,,,,,,,,,,,,
26,6,96,0,3.69,1000,1000,South Africa,Bloemfontein,0,1,1,DR Tuffey,New Zealand,2000,156,,,,,,,,,,,,,,
22,4,93,0,4.22,1000,1000,New Zealand,Auckland,0,1,1,DJ Terbrugge,South Africa,2004,132,,,,,,,,,,,,,,
29.3,1,97,0,3.28,1000,1000,England,Nottingham,0,1,1,JDP Oram,New Zealand,2004,177,,,,,,,,,,,,,,
24,4,111,0,4.62,1000,1000,England,The Oval,0,1,1,AB Agarkar,India,2002,144,,,,,,,,,,,,,,
32,8,134,0,4.18,1000,1000,England,The Oval,0,1,1,JN Gillespie,Australia,2001,192,,,,,,,,,,,,,,
43,6,164,0,3.81,1000,1000,Australia,Brisbane,0,1,1,MJ Hoggard,England,2002,258,,,,,,,,,,,,,,
68.3,17,161,11,2.35,14.63,37.3,South Africa,Durban,0,1,0,M Muralitharan,Sri Lanka,2000,411,,,,,,,,,,,,,,
72.2,15,229,11,3.16,20.81,39.4,England,The Oval,0,1,0,SK Warne,Australia,2001,434,,,,,,,,,,,,,,
75.5,19,182,9,2.4,20.22,50.5,West Indies,Bridgetown,0,1,0,SCG MacGill,Australia,2003,451,,,,,,,,,,,,,,
33,5,101,0,3.06,1000,1000,South Africa,Centurion,0,1,1,VC Drakes,West Indies,2004,198,,,,,,,,,,,,,,
25,4,116,0,4.64,1000,1000,Australia,Brisbane,0,1,1,JDP Oram,New Zealand,2004,150,,,,,,,,,,,,,,
34,9,70,8,2.05,8.75,25.5,England,Nottingham,0,1,0,SK Warne,Australia,2001,204,,,,,,,,,,,,,,
29.1,8,100,8,3.42,12.5,21.8,England,Birmingham,0,1,0,SK Warne,Australia,2001,175,,,,,,,,,,,,,,
55.2,5,180,8,3.25,22.5,41.5,West Indies,Kingston,0,1,0,Harbhajan Singh,India,2002,332,,,,,,,,,,,,,,
98,25,231,8,2.35,28.87,73.5,South Africa,Cape Town,0,1,0,SK Warne,Australia,2002,588,,,,,,,,,,,,,,
41,8,147,7,3.58,21,35.1,Sri Lanka,Kandy,0,1,0,D Ramnarine,West Indies,2001,246,,,,,,,,,,,,,,
62.5,19,159,7,2.53,22.71,53.8,England,Leeds,0,1,0,A Kumble,India,2002,377,,,,,,,,,,,,,,
41.5,8,160,7,3.82,22.85,35.8,New Zealand,Wellington,0,1,0,SK Warne,Australia,2000,247,,,,,,,,,,,,,,
43,10,141,6,3.27,23.5,43,South Africa,Durban,0,1,0,SK Warne,Australia,2002,258,,,,,,,,,,,,,,
51,8,176,6,3.45,29.33,51,Australia,Melbourne,0,1,0,A Kumble,India,2003,306,,,,,,,,,,,,,,
66.2,10,212,6,3.19,35.33,66.3,England,Lord's,0,1,0,A Kumble,India,2002,398,,,,,,,,,,,,,,
60,5,212,6,3.53,35.33,60,Australia,Adelaide,0,1,0,A Kumble,India,2003,360,,,,,,,,,,,,,,
50,18,107,5,2.14,21.4,60,India,Mumbai,0,1,0,SK Warne,Australia,2001,300,,,,,,,,,,,,,,
38.4,6,115,5,2.97,23,46.4,England,The Oval,0,1,0,Harbhajan Singh,India,2002,232,,,,,,,,,,,,,,
50,10,138,5,2.76,27.6,60,West Indies,Gros Islet,0,1,0,M Muralitharan,Sri Lanka,2003,300,,,,,,,,,,,,,,
64,12,143,5,2.23,28.6,76.8,England,Birmingham,0,1,0,M Muralitharan,Sri Lanka,2002,384,,,,,,,,,,,,,,
42.3,9,148,5,3.48,29.6,51,New Zealand,Auckland,0,1,0,SK Warne,Australia,2000,255,,,,,,,,,,,,,,
54.2,12,153,5,2.81,30.6,65.2,Sri Lanka,Galle,0,1,0,GJ Batty,England,2003,326,,,,,,,,,,,,,,
43,9,189,5,4.39,37.8,51.6,West Indies,Georgetown,0,1,0,SCG MacGill,Australia,2003,258,,,,,,,,,,,,,,
12,3,44,4,3.66,11,18,South Africa,Johannesburg,0,1,0,SK Warne,Australia,2002,72,,,,,,,,,,,,,,
32,9,56,4,1.75,14,48,Sri Lanka,Colombo (SSC),0,1,0,RDB Croft,England,2001,192,,,,,,,,,,,,,,
26.4,4,71,4,2.66,17.75,40,West Indies,Kingston,0,1,0,M Muralitharan,Sri Lanka,2003,160,,,,,,,,,,,,,,
45,13,96,4,2.13,24,67.5,England,Leeds,0,1,0,Harbhajan Singh,India,2002,270,,,,,,,,,,,,,,
32.3,4,104,4,3.2,26,48.7,Sri Lanka,Kandy,0,1,0,PJ Wiseman,New Zealand,2003,195,,,,,,,,,,,,,,
43,6,134,4,3.11,33.5,64.5,India,Mohali,0,1,0,RKJ Dawson,England,2001,258,,,,,,,,,,,,,,
32.5,0,144,4,4.38,36,49.2,India,Ahmedabad,0,1,0,PJ Wiseman,New Zealand,2003,197,,,,,,,,,,,,,,
47,10,151,4,3.21,37.75,70.5,West Indies,Port of Spain,0,1,0,SCG MacGill,Australia,2003,282,,,,,,,,,,,,,,
70.3,11,168,4,2.38,42,105.7,South Africa,Centurion,0,1,0,M Muralitharan,Sri Lanka,2002,423,,,,,,,,,,,,,,
24.2,4,76,3,3.12,25.33,48.6,South Africa,Cape Town,0,1,0,RP Arnold,Sri Lanka,2001,146,,,,,,,,,,,,,,
31.2,8,83,3,2.64,27.66,62.6,South Africa,Johannesburg,0,1,0,M Muralitharan,Sri Lanka,2002,188,,,,,,,,,,,,,,
34.5,7,87,3,2.49,29,69.6,West Indies,Bridgetown,0,1,0,Harbhajan Singh,India,2002,209,,,,,,,,,,,,,,
42,13,88,3,2.09,29.33,84,Sri Lanka,Kandy,0,1,0,RDB Croft,England,2001,252,,,,,,,,,,,,,,
43,14,92,3,2.13,30.66,86,England,The Oval,0,1,0,MV Nagamootoo,West Indies,2000,258,,,,,,,,,,,,,,
45,16,106,3,2.35,35.33,90,New Zealand,Hamilton,0,1,0,SK Warne,Australia,2000,270,,,,,,,,,,,,,,
49.5,11,117,3,2.34,39,99.6,West Indies,Port of Spain,0,1,0,Harbhajan Singh,India,2002,295,,,,,,,,,,,,,,
35,3,119,3,3.4,39.66,70,Australia,Sydney,0,1,0,MV Nagamootoo,West Indies,2001,210,,,,,,,,,,,,,,
50,12,132,3,2.64,44,100,South Africa,Bloemfontein,0,1,0,A Kumble,India,2001,300,,,,,,,,,,,,,,
47,12,132,3,2.8,44,94,India,Mumbai,0,1,0,MV Nagamootoo,West Indies,2002,282,,,,,,,,,,,,,,
60,20,137,3,2.28,45.66,120,England,Manchester,0,1,0,M Muralitharan,Sri Lanka,2002,360,,,,,,,,,,,,,,
58,12,158,3,2.72,52.66,116,Sri Lanka,Galle,0,1,0,D Ramnarine,West Indies,2001,348,,,,,,,,,,,,,,
54,8,168,3,3.11,56,108,South Africa,Port Elizabeth,0,1,0,Harbhajan Singh,India,2001,324,,,,,,,,,,,,,,
45,3,175,3,3.88,58.33,90,England,Nottingham,0,1,0,Harbhajan Singh,India,2002,270,,,,,,,,,,,,,,
54.1,6,217,3,4,72.33,108.3,India,Kolkata,0,1,0,SK Warne,Australia,2001,325,,,,,,,,,,,,,,
11,3,18,2,1.63,9,33,West Indies,St John's,0,1,0,W Jaffer,India,2002,66,,,,,,,,,,,,,,
17,4,33,2,1.94,16.5,51,New Zealand,Wellington,0,1,0,Harbhajan Singh,India,2002,102,,,,,,,,,,,,,,
19,6,49,2,2.57,24.5,57,Australia,Adelaide,0,1,0,MN Samuels,West Indies,2000,114,,,,,,,,,,,,,,
21,2,65,2,3.09,32.5,63,South Africa,Durban,0,1,0,RR Sarwan,West Indies,2003,126,,,,,,,,,,,,,,
27,4,92,2,3.4,46,81,South Africa,Bloemfontein,0,1,0,BGK Walker,New Zealand,2000,162,,,,,,,,,,,,,,
34,4,107,2,3.14,53.5,102,West Indies,St John's,0,1,0,SR Tendulkar,India,2002,204,,,,,,,,,,,,,,
26.1,3,108,2,4.12,54,78.5,India,Chennai,0,1,0,GR Breese,West Indies,2002,157,,,,,,,,,,,,,,
43,7,112,2,2.6,56,129,Sri Lanka,Colombo (SSC),0,1,0,CL Hooper,West Indies,2001,258,,,,,,,,,,,,,,
28,1,121,2,4.32,60.5,84,Australia,Melbourne,0,1,0,RKJ Dawson,England,2002,168,,,,,,,,,,,,,,
41,13,127,2,3.09,63.5,123,Sri Lanka,Colombo (PSS),0,1,0,PJ Wiseman,New Zealand,2003,246,,,,,,,,,,,,,,
