Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
VC Drakes (WI),30,2,85,2,2.83,42.5,90,v Australia,Bridgetown,1 May 2003,1,1,1
TL Best (WI),30,4,85,2,2.83,42.5,90,v Bangladesh,Kingston,4 Jun 2004,1,1,1
MJ Hoggard (ENG),25,6,85,2,3.4,42.5,75,v New Zealand,Nottingham,10 Jun 2004,1,1,1
AB Agarkar (INDIA),32,8,85,2,2.65,42.5,96,v Sri Lanka,Delhi,10 Dec 2005,1,1,1
CT Tremlett (ENG),30,8,85,2,2.83,42.5,90,v Sri Lanka,Lord's,3 Jun 2011,1,1,1
MJ Saggers (ENG),30,6,86,2,2.86,43,90,v New Zealand,Leeds,3 Jun 2004,1,1,1
NB Mahwire (ZIM),26,5,86,2,3.3,43,78,v India,Harare,20 Sep 2005,1,1,1
Rubel Hossain (BDESH),31,8,86,2,2.77,43,93,v West Indies,Khulna,21 Nov 2012,1,1,1
Riaz Afridi (PAK),31,10,87,2,2.8,43.5,93,v Sri Lanka,Karachi,28 Oct 2004,1,1,1
JH Kallis (SA),28,8,87,2,3.1,43.5,84,v Australia,Johannesburg,31 Mar 2006,1,1,1
S Sreesanth (INDIA),23,4,87,2,3.78,43.5,69,v South Africa,Ahmedabad,3 Apr 2008,1,1,1
SR Watson (AUS),23,4,87,2,3.78,43.5,69,v England,Perth,13 Dec 2013,1,1,1
TG Southee (NZ),31,5,87,2,2.8,43.5,93,v Australia,Wellington,12 Feb 2016,1,1,1
AB Agarkar (INDIA),37,10,88,2,2.37,44,111,v Zimbabwe,Nagpur,25 Nov 2000,1,1,1
S Sreesanth (INDIA),26,2,88,2,3.38,44,78,v New Zealand,Ahmedabad,4 Nov 2010,1,1,1
PM Siddle (AUS),18.4,2,88,2,4.71,44,56,v India,Adelaide,9 Dec 2014,1,1,1
JO Holder (WI),32,5,88,2,2.75,44,96,v Australia,Kingston,11 Jun 2015,1,1,1
SCJ Broad (ENG),29,4,89,2,3.06,44.5,87,v Australia,Birmingham,30 Jul 2009,1,1,1
M Morkel (SA),25,7,89,2,3.56,44.5,75,v Pakistan,Johannesburg,1 Feb 2013,1,1,1
PM Siddle (AUS),31,11,89,2,2.87,44.5,93,v New Zealand,Adelaide,27 Nov 2015,1,1,1
JM Anderson (ENG),27,6,90,2,3.33,45,81,v South Africa,Lord's,31 Jul 2003,1,1,1
A Flintoff (ENG),33,6,90,2,2.72,45,99,v South Africa,The Oval,7 Aug 2008,1,1,1
RAS Lakmal (SL),25,3,90,2,3.6,45,75,v Bangladesh,Colombo (PSS),15 Mar 2017,1,1,1
AS Joseph (WI),31,6,90,2,2.9,45,93,v Pakistan,Bridgetown,30 Apr 2017,1,1,1
ST Gabriel (WI),42,10,91,2,2.16,45.5,126,v Pakistan,Roseau,10 May 2017,1,1,1
SCJ Broad (ENG),31,9,91,2,2.93,45.5,93,v South Africa,The Oval,27 Jul 2017,1,1,1
AM Blignaut (ZIM),16,2,92,2,5.75,46,48,v West Indies,Harare,27 Jul 2001,1,1,1
PM Siddle (AUS),23,7,92,2,4,46,69,v West Indies,Brisbane,26 Nov 2009,1,1,1
FH Edwards (WI),31,4,92,2,2.96,46,93,v Australia,Bridgetown,7 Apr 2012,1,1,1
Mohammad Akram (PAK),24.1,3,93,2,3.84,46.5,72.5,v Sri Lanka,Karachi,12 Mar 2000,1,1,1
NAM McLean (WI),26,5,93,2,3.57,46.5,78,v Pakistan,Georgetown,5 May 2000,1,1,1
AR Caddick (ENG),30,6,94,2,3.13,47,90,v West Indies,Birmingham,15 Jun 2000,1,1,1
DW Steyn (SA),34,6,94,2,2.76,47,102,v England,Durban,26 Dec 2009,1,1,1
KMDN Kulasekara (SL),27,3,94,2,3.48,47,81,v Bangladesh,Galle,8 Mar 2013,1,1,1
Mohammed Shami (INDIA),39.1,6,94,2,2.4,47,117.5,v England,Rajkot,9 Nov 2016,1,1,1
Mohammad Sharif (BDESH),35,9,95,2,2.71,47.5,105,v Pakistan,Dhaka,9 Jan 2002,1,1,1
JH Kallis (SA),28,8,95,2,3.39,47.5,84,v West Indies,Centurion,16 Jan 2004,1,1,1
AJ Hall (SA),22,1,95,2,4.31,47.5,66,v England,Port Elizabeth,17 Dec 2004,1,1,1
Umar Gul (PAK),33.3,7,95,2,2.83,47.5,100.5,v South Africa,Karachi,1 Oct 2007,1,1,1
DJ Pattinson (ENG),30,2,95,2,3.16,47.5,90,v South Africa,Leeds,18 Jul 2008,1,1,1
I Sharma (INDIA),25,4,95,2,3.8,47.5,75,v West Indies,Kolkata,14 Nov 2011,1,1,1
CE Cuffy (WI),45,15,96,2,2.13,48,135,v New Zealand,St George's,28 Jun 2002,1,1,1
PM Siddle (AUS),38,13,96,2,2.52,48,114,v England,Melbourne,26 Dec 2013,1,1,1
JH Kallis (SA),26,2,97,2,3.73,48.5,78,v India,Johannesburg,15 Dec 2006,1,1,1
KAJ Roach (WI),41,12,97,2,2.36,48.5,123,v New Zealand,Kingston,8 Jun 2014,1,1,1
DJ Bravo (WI),37,8,98,2,2.64,49,111,v South Africa,Port of Spain,8 Apr 2005,1,1,1
SJ Harmison (ENG),23,4,98,2,4.26,49,69,v Australia,Leeds,7 Aug 2009,1,1,1
TG Southee (NZ),27,7,98,2,3.62,49,81,v South Africa,Wellington,16 Mar 2017,1,1,1
CE Cuffy (WI),40,11,99,2,2.47,49.5,120,v South Africa,Bridgetown,29 Mar 2001,1,1,1
BW Hilfenhaus (AUS),47.4,12,99,2,2.07,49.5,143,v South Africa,Brisbane,9 Nov 2012,1,1,1
CB Mpofu (ZIM),16.2,1,100,2,6.12,50,49,v New Zealand,Harare,7 Aug 2005,1,1,1
JN Gillespie (AUS),37,9,101,2,2.72,50.5,111,v West Indies,Sydney,2 Jan 2001,1,1,1
Mashrafe Mortaza (BDESH),28,4,101,2,3.6,50.5,84,v Zimbabwe,Chittagong,15 Nov 2001,1,1,1
A Flintoff (ENG),39,8,101,2,2.58,50.5,117,v Sri Lanka,Lord's,16 May 2002,1,1,1
SI Mahmood (ENG),27,3,101,2,3.74,50.5,81,v Pakistan,The Oval,17 Aug 2006,1,1,1
HH Streak (ZIM),23.4,5,102,2,4.3,51,71,v New Zealand,Harare,7 Aug 2005,1,1,1
SCJ Broad (ENG),37.2,7,102,2,2.73,51,112,v Sri Lanka,Southampton,16 Jun 2011,1,1,1
RAS Lakmal (SL),23,2,102,2,4.43,51,69,v Australia,Pallekele,8 Sep 2011,1,1,1
Shahid Nazir (PAK),29,2,103,2,3.55,51.5,87,v West Indies,Multan,19 Nov 2006,1,1,1
CR Woakes (ENG),27.2,8,103,2,3.76,51.5,82,v Sri Lanka,Chester-le-Street,27 May 2016,1,1,1
Mushfiqur Rahman (BDESH),24,4,104,2,4.33,52,72,v India,Dhaka,10 Dec 2004,1,1,1
M Ntini (SA),36,13,104,2,2.88,52,108,v Australia,Cape Town,19 Mar 2009,1,1,1
RJ Harris (AUS),40,12,104,2,2.6,52,120,v India,Adelaide,9 Dec 2014,1,1,1
JDP Oram (NZ),42,11,105,2,2.5,52.5,126,v South Africa,Hamilton,10 Mar 2004,1,1,1
MF Maharoof (SL),36,5,105,2,2.91,52.5,108,v South Africa,Colombo (PSS),4 Aug 2006,1,1,1
M Morkel (SA),36,10,105,2,2.91,52.5,108,v Australia,Johannesburg,17 Nov 2011,1,1,1
MM Patel (INDIA),31,7,106,2,3.41,53,93,v Pakistan,Kolkata,30 Nov 2007,1,1,1
SCJ Broad (ENG),34,11,106,2,3.11,53,102,v Sri Lanka,Lord's,9 Jun 2016,1,1,1
CEL Ambrose (WI),58,23,107,2,1.84,53.5,174,v Pakistan,Bridgetown,18 May 2000,1,1,1
TL Best (WI),30,7,107,2,3.56,53.5,90,v Bangladesh,Kingstown,9 Jul 2009,1,1,1
MS Kasprowicz (AUS),36,9,108,2,3,54,108,v Pakistan,Melbourne,26 Dec 2004,1,1,1
SI Mahmood (ENG),24,4,108,2,4.5,54,72,v Pakistan,Leeds,4 Aug 2006,1,1,1
HH Streak (ZIM),37.2,10,109,2,2.91,54.5,112,v West Indies,Harare,27 Jul 2001,1,1,1
A Flintoff (ENG),36,11,109,2,3.02,54.5,108,v India,Lord's,25 Jul 2002,1,1,1
PM Siddle (AUS),37,12,109,2,2.94,54.5,111,v Pakistan,Melbourne,26 Dec 2009,1,1,1
KAJ Roach (WI),44,15,109,2,2.47,54.5,132,v Pakistan,Basseterre,20 May 2011,1,1,1
SR Watson (AUS),47.4,11,109,2,2.28,54.5,143,v Sri Lanka,Hobart,14 Dec 2012,1,1,1
HH Streak (ZIM),35,8,110,2,3.14,55,105,v West Indies,Bulawayo,19 Jul 2001,1,1,1
M Ntini (SA),24.4,5,110,2,4.45,55,74,v India,Bloemfontein,3 Nov 2001,1,1,1
B Lee (AUS),31,5,110,2,3.54,55,93,v South Africa,Adelaide,14 Dec 2001,1,1,1
Mohammad Sami (PAK),34,4,110,2,3.23,55,102,v India,Multan,28 Mar 2004,1,1,1
SJ Harmison (ENG),28.3,4,110,2,3.85,55,85.5,v Australia,Birmingham,4 Aug 2005,1,1,1
JM Anderson (ENG),32,6,110,2,3.43,55,96,v Australia,Cardiff,8 Jul 2009,1,1,1
JE Taylor (WI),32.3,7,110,2,3.38,55,97.5,v Bangladesh,Kingstown,5 Sep 2014,1,1,1
JJC Lawson (WI),21,0,111,2,5.28,55.5,63,v Australia,Georgetown,10 Apr 2003,1,1,1
IG Butler (NZ),23.4,6,113,2,4.77,56.5,71,v Pakistan,Hamilton,19 Dec 2003,1,1,1
SCJ Broad (ENG),33,4,113,2,3.42,56.5,99,v Sri Lanka,Cardiff,26 May 2011,1,1,1
Shoaib Akhtar (PAK),27,4,114,2,4.22,57,81,v Sri Lanka,Lahore,6 Mar 2002,1,1,1
Tapash Baisya (BDESH),29,4,114,2,3.93,57,87,v India,Dhaka,10 Dec 2004,1,1,1
Nazmul Hossain (BDESH),25.5,4,114,2,4.41,57,77.5,v India,Chittagong,17 Dec 2004,1,1,1
L Balaji (INDIA),29,4,114,2,3.93,57,87,v Pakistan,Bengaluru,24 Mar 2005,1,1,1
SJ Harmison (ENG),32,4,114,2,3.56,57,96,v Australia,Manchester,11 Aug 2005,1,1,1
ST Finn (ENG),40.5,12,114,2,2.79,57,122.5,v Pakistan,Birmingham,3 Aug 2016,1,1,1
JR Hazlewood (AUS),40,9,115,2,2.87,57.5,120,v India,Melbourne,26 Dec 2014,1,1,1
JH Kallis (SA),24,1,116,2,4.83,58,72,v Australia,Johannesburg,22 Feb 2002,1,1,1
RD King (WI),22.4,1,116,2,5.11,58,68,v Pakistan,Bridgetown,26 May 2005,1,1,1
Tapash Baisya (BDESH),34,3,117,2,3.44,58.5,102,v West Indies,Dhaka,8 Dec 2002,1,1,1
DW Steyn (SA),25.5,2,117,2,4.52,58.5,77.5,v England,Port Elizabeth,17 Dec 2004,1,1,1
Tapash Baisya (BDESH),34.2,9,117,2,3.4,58.5,103,v Zimbabwe,Dhaka,14 Jan 2005,1,1,1
DJ Bravo (WI),29.3,7,117,2,3.96,58.5,88.5,v Sri Lanka,Port of Spain,3 Apr 2008,1,1,1
ST Finn (ENG),25,3,117,2,4.68,58.5,75,v Australia,Nottingham,10 Jul 2013,1,1,1
JH Kallis (SA),36,9,118,2,3.27,59,108,v New Zealand,Bloemfontein,17 Nov 2000,1,1,1
AM Blignaut (ZIM),28,5,118,2,4.21,59,84,v West Indies,Harare,4 Nov 2003,1,1,1
S Sreesanth (INDIA),29,5,118,2,4.06,59,87,v Sri Lanka,Mumbai (BS),2 Dec 2009,1,1,1
JM Anderson (ENG),34,11,119,2,3.5,59.5,102,v South Africa,Leeds,21 Aug 2003,1,1,1
LE Plunkett (ENG),33,5,119,2,3.6,59.5,99,v Pakistan,Lord's,13 Jul 2006,1,1,1
M Ntini (SA),41,11,119,2,2.9,59.5,123,v England,Centurion,16 Dec 2009,1,1,1
R McLaren (SA),31,4,119,2,3.83,59.5,93,v Australia,Centurion,12 Feb 2014,1,1,1
JM Anderson (ENG),43,12,119,2,2.76,59.5,129,v New Zealand,Lord's,21 May 2015,1,1,1
BJ Arnel (NZ),36,6,120,2,3.33,60,108,v Australia,Wellington,19 Mar 2010,1,1,1
A Nel (SA),30.4,6,121,2,3.94,60.5,92,v Australia,Johannesburg,22 Feb 2002,1,1,1
Shahadat Hossain (BDESH),30,3,121,2,4.03,60.5,90,v Sri Lanka,Dhaka,26 Dec 2008,1,1,1
GD McGrath (AUS),40,11,122,2,3.05,61,120,v England,Adelaide,1 Dec 2006,1,1,1
RMS Eranga (SL),34,4,122,2,3.58,61,102,v Bangladesh,Galle,8 Mar 2013,1,1,1
CR Woakes (ENG),33.2,6,122,2,3.66,61,100,v West Indies,Leeds,25 Aug 2017,1,1,1
Mashrafe Mortaza (BDESH),31,8,125,2,4.03,62.5,93,v India,Dhaka,10 Dec 2004,1,1,1
SL Malinga (SL),35,5,125,2,3.57,62.5,105,v England,Kandy,1 Dec 2007,1,1,1
JJC Lawson (WI),32,2,126,2,3.93,63,96,v Bangladesh,Gros Islet,28 May 2004,1,1,1
Abdul Razzaq (PAK),28,1,126,2,4.5,63,84,v India,Faisalabad,21 Jan 2006,1,1,1
S Sreesanth (INDIA),35,3,127,2,3.62,63.5,105,v Australia,Bengaluru,9 Oct 2010,1,1,1
DAJ Bracewell (NZ),33,4,127,2,3.84,63.5,99,v Australia,Wellington,12 Feb 2016,1,1,1
JN Gillespie (AUS),51.1,15,128,2,2.5,64,153.5,v India,Adelaide,12 Dec 2003,1,1,1
SM Pollock (SA),51,15,128,2,2.5,64,153,v Australia,Durban,24 Mar 2006,1,1,1
TG Southee (NZ),43.4,9,128,2,2.93,64,131,v Sri Lanka,Wellington,3 Jan 2015,1,1,1
KJ Abbott (SA),45.4,7,128,2,2.8,64,137,v England,Durban,26 Dec 2015,1,1,1
I Sharma (INDIA),39,7,129,2,3.3,64.5,117,v West Indies,Delhi,6 Nov 2011,1,1,1
FH Edwards (WI),35.4,6,130,2,3.64,65,107,v England,Port of Spain,6 Mar 2009,1,1,1
RMS Eranga (SL),32,1,130,2,4.06,65,96,v New Zealand,Colombo (PSS),25 Nov 2012,1,1,1
RJ Harris (AUS),44,10,130,2,2.95,65,132,v India,Sydney,6 Jan 2015,1,1,1
Naved-ul-Hasan (PAK),36,6,131,2,3.63,65.5,108,v England,Lahore,29 Nov 2005,1,1,1
JN Gillespie (AUS),45.3,14,132,2,2.9,66,136.5,v England,Sydney,2 Jan 2003,1,1,1
B Lee (AUS),29,3,133,2,4.58,66.5,87,v Bangladesh,Cairns,25 Jul 2003,1,1,1
VC Drakes (WI),34,3,134,2,3.94,67,102,v Australia,St John's,9 May 2003,1,1,1
GD McGrath (AUS),44,15,135,2,3.06,67.5,132,v New Zealand,Perth,30 Nov 2001,1,1,1
I Sharma (INDIA),33,0,135,2,4.09,67.5,99,v Sri Lanka,Ahmedabad,16 Nov 2009,1,1,1
PVD Chameera (SL),34,2,135,2,3.97,67.5,102,v India,Colombo (PSS),20 Aug 2015,1,1,1
AB Agarkar (INDIA),51,17,137,2,2.68,68.5,153,v Zimbabwe,Delhi,18 Nov 2000,1,1,1
DBL Powell (WI),32,3,137,2,4.28,68.5,96,v South Africa,St John's,29 Apr 2005,1,1,1
SM Pollock (SA),40.4,5,137,2,3.36,68.5,122,v Australia,Johannesburg,31 Mar 2006,1,1,1
JM Anderson (ENG),41,9,138,2,3.36,69,123,v Australia,Chester-le-Street,9 Aug 2013,1,1,1
FH Edwards (WI),40,3,139,2,3.47,69.5,120,v Bangladesh,Gros Islet,28 May 2004,1,1,1
DJ Bravo (WI),38,5,139,2,3.65,69.5,114,v Australia,North Sound,30 May 2008,1,1,1
CS Martin (NZ),38,5,139,2,3.65,69.5,114,v South Africa,Wellington,23 Mar 2012,1,1,1
M Morkel (SA),45,12,140,2,3.11,70,135,v England,Cape Town,2 Jan 2016,1,1,1
M Morkel (SA),38,5,141,2,3.71,70.5,114,v Australia,Durban,6 Mar 2009,1,1,1
BA Stokes (ENG),52,9,141,2,2.71,70.5,156,v India,Nottingham,9 Jul 2014,1,1,1
Rubel Hossain (BDESH),37,4,142,2,3.83,71,111,v West Indies,Dhaka,13 Nov 2012,1,1,1
A Flintoff (ENG),52,12,143,2,2.75,71.5,156,v Sri Lanka,Manchester,13 Jun 2002,1,1,1
CB Mpofu (ZIM),44,12,143,2,3.25,71.5,132,v Sri Lanka,Harare,6 Nov 2016,1,1,1
AJ Tudor (ENG),36,10,146,2,4.05,73,108,v India,Leeds,22 Aug 2002,1,1,1
RAS Lakmal (SL),43,5,146,2,3.39,73,129,v Australia,Colombo (SSC),16 Sep 2011,1,1,1
TJ Friend (ZIM),27,2,147,2,5.44,73.5,81,v South Africa,Harare,7 Sep 2001,1,1,1
Umar Gul (PAK),39,8,148,2,3.79,74,117,v Bangladesh,Karachi,20 Aug 2003,1,1,1
B Lee (AUS),37,4,149,2,4.02,74.5,111,v England,Brisbane,23 Nov 2006,1,1,1
SJ Harmison (ENG),42,8,150,2,3.57,75,126,v West Indies,Lord's,22 Jul 2004,1,1,1
DR Tuffey (NZ),49,13,152,2,3.1,76,147,v Pakistan,Christchurch,15 Mar 2001,1,1,1
TG Southee (NZ),30,3,152,2,5.06,76,90,v India,Wellington,3 Apr 2009,1,1,1
CS Martin (NZ),41,9,153,2,3.73,76.5,123,v Pakistan,Christchurch,15 Mar 2001,1,1,1
LE Plunkett (ENG),41,8,155,2,3.78,77.5,123,v West Indies,Lord's,17 May 2007,1,1,1
LE Plunkett (ENG),48,7,155,2,3.22,77.5,144,v Sri Lanka,Lord's,12 Jun 2014,1,1,1
UT Yadav (INDIA),44.5,5,159,2,3.54,79.5,134.5,v England,Rajkot,9 Nov 2016,1,1,1
MJ Hoggard (ENG),39,4,160,2,4.1,80,117,v Sri Lanka,Lord's,16 May 2002,1,1,1
IE O'Brien (NZ),45.5,13,160,2,3.49,80,137.5,v India,Napier,26 Mar 2009,1,1,1
SCJ Broad (ENG),49,10,166,2,3.38,83,147,v South Africa,Lord's,10 Jul 2008,1,1,1
DBL Powell (WI),43,4,169,2,3.93,84.5,129,v Pakistan,Kingston,3 Jun 2005,1,1,1
Shahadat Hossain (BDESH),42,3,172,2,4.09,86,126,v Sri Lanka,Chittagong,3 Jan 2009,1,1,1
VC Drakes (WI),53,7,173,2,3.26,86.5,159,v Australia,Port of Spain,19 Apr 2003,1,1,1
ST Finn (ENG),46,5,173,2,3.76,86.5,138,v South Africa,Leeds,2 Aug 2012,1,1,1
CH Morris (SA),40,7,174,2,4.35,87,120,v England,Cape Town,2 Jan 2016,1,1,1
A Flintoff (ENG),49,8,180,2,3.67,90,147,v India,Nottingham,8 Aug 2002,1,1,1
KM Jarvis (ZIM),47,7,185,2,3.93,92.5,141,v Bangladesh,Harare,25 Apr 2013,1,1,1
SCJ Broad (ENG),49,6,186,2,3.79,93,147,v West Indies,Leeds,25 Aug 2017,1,1,1
WW Hinds (WI),10,5,13,1,1.3,13,60,v South Africa,Bridgetown,29 Mar 2001,1,1,1
J Srinath (INDIA),10,5,14,1,1.4,14,60,v West Indies,Chennai,17 Oct 2002,1,1,1
J Srinath (INDIA),11,5,16,1,1.45,16,66,v West Indies,Mumbai,9 Oct 2002,1,1,1
NJ Astle (NZ),13,4,17,1,1.3,17,78,v West Indies,Wellington,17 Mar 2006,1,1,1
SM Pollock (SA),14.5,10,17,1,1.14,17,89,v India,Durban,26 Dec 2006,1,1,1
KMDN Kulasekara (SL),11,5,17,1,1.54,17,66,v West Indies,Colombo (RPS),23 Nov 2010,1,1,1
C de Grandhomme (NZ),12,5,17,1,1.41,17,72,v Pakistan,Hamilton,25 Nov 2016,1,1,1
AB Agarkar (INDIA),11,3,18,1,1.63,18,66,v Sri Lanka,Ahmedabad,18 Dec 2005,1,1,1
HH Streak (ZIM),15,9,19,1,1.26,19,90,v Bangladesh,Bulawayo,26 Feb 2004,1,1,1
L Klusener (SA),11,5,20,1,1.81,20,66,v Sri Lanka,Durban,26 Dec 2000,1,1,1
JH Kallis (SA),11,3,20,1,1.81,20,66,v West Indies,Durban,26 Dec 2003,1,1,1
SC Ganguly (INDIA),10,2,20,1,2,20,60,v Pakistan,Bengaluru,8 Dec 2007,1,1,1
H Masakadza (ZIM),11,4,20,1,1.81,20,66,v New Zealand,Bulawayo,1 Nov 2011,1,1,1
Waqar Younis (PAK),10,6,21,1,2.1,21,60,v New Zealand,Lahore,1 May 2002,1,1,1
VD Philander (SA),10,4,21,1,2.1,21,60,v Zimbabwe,Port Elizabeth,26 Dec 2017,1,1,1
NJ Astle (NZ),14,5,23,1,1.64,23,84,v West Indies,Napier,25 Mar 2006,1,1,1
AD Mathews (SL),13,6,24,1,1.84,24,78,v India,Colombo (SSC),28 Aug 2015,1,1,1
CE Cuffy (WI),24,16,26,1,1.08,26,144,v India,Bridgetown,2 May 2002,1,1,1
CD Collymore (WI),16,3,26,1,1.62,26,96,v England,Bridgetown,1 Apr 2004,1,1,1
JDP Oram (NZ),21,9,27,1,1.28,27,126,v England,Hamilton,5 Mar 2008,1,1,1
SC Ganguly (INDIA),14,5,28,1,2,28,84,v Pakistan,Delhi,22 Nov 2007,1,1,1
JM Anderson (ENG),11.3,4,28,1,2.43,28,69,v New Zealand,Leeds,24 May 2013,1,1,1
BA Stokes (ENG),11,3,28,1,2.54,28,66,v Australia,Birmingham,29 Jul 2015,1,1,1
SR Watson (AUS),13,3,30,1,2.3,30,78,v Pakistan,Melbourne,26 Dec 2009,1,1,1
R McLaren (SA),10,3,30,1,3,30,60,v England,Johannesburg,14 Jan 2010,1,1,1
JH Kallis (SA),13,2,30,1,2.3,30,78,v India,Durban,26 Dec 2010,1,1,1
BW Hilfenhaus (AUS),12.2,3,30,1,2.43,30,74,v Sri Lanka,Hobart,14 Dec 2012,1,1,1
JO Holder (WI),14,3,30,1,2.14,30,84,v Australia,Roseau,3 Jun 2015,1,1,1
IR Siddiqui (INDIA),11,2,32,1,2.9,32,66,v England,Mohali,3 Dec 2001,1,1,1
NJ Astle (NZ),14,6,32,1,2.28,32,84,v Australia,Christchurch,10 Mar 2005,1,1,1
M Zondeki (SA),10,2,32,1,3.2,32,60,v Bangladesh,Centurion,26 Nov 2008,1,1,1
UT Yadav (INDIA),10,1,32,1,3.2,32,60,v New Zealand,Hyderabad (Deccan),23 Aug 2012,1,1,1
PD Collingwood (ENG),10,1,33,1,3.3,33,60,v Pakistan,Leeds,4 Aug 2006,1,1,1
AD Mathews (SL),10,1,33,1,3.3,33,60,v Pakistan,Colombo (SSC),20 Jul 2009,1,1,1
DJ Bravo (WI),16.4,6,33,1,1.98,33,100,v South Africa,Port of Spain,10 Jun 2010,1,1,1
B Kumar (INDIA),14,6,33,1,2.35,33,84,v West Indies,Kolkata,6 Nov 2013,1,1,1
UT Yadav (INDIA),15,5,33,1,2.2,33,90,v New Zealand,Kanpur,22 Sep 2016,1,1,1
CD McMillan (NZ),14,5,34,1,2.42,34,84,v Pakistan,Auckland,8 Mar 2001,1,1,1
AJ Hall (SA),14,3,34,1,2.42,34,84,v Sri Lanka,Centurion,15 Nov 2002,1,1,1
B Lee (AUS),12,5,34,1,2.83,34,72,v Bangladesh,Darwin,18 Jul 2003,1,1,1
PD Collingwood (ENG),11.5,2,34,1,2.87,34,71,v West Indies,Lord's,17 May 2007,1,1,1
JH Kallis (SA),19,6,34,1,1.78,34,114,v West Indies,Cape Town,2 Jan 2008,1,1,1
TL Chatara (ZIM),27,12,34,1,1.25,34,162,v South Africa,Harare,9 Aug 2014,1,1,1
JH Kallis (SA),11,2,35,1,3.18,35,66,v New Zealand,Centurion,16 Nov 2007,1,1,1
JH Kallis (SA),15,5,35,1,2.33,35,90,v Pakistan,Johannesburg,1 Feb 2013,1,1,1
Mohammed Shami (INDIA),12,2,36,1,3,36,72,v West Indies,Mumbai,14 Nov 2013,1,1,1
AD Mathews (SL),11,1,36,1,3.27,36,66,v South Africa,Galle,16 Jul 2014,1,1,1
SCJ Broad (ENG),16,5,36,1,2.25,36,96,v Australia,Nottingham,6 Aug 2015,1,1,1
Mashrafe Mortaza (BDESH),14,4,37,1,2.64,37,84,v New Zealand,Chittagong,17 Oct 2008,1,1,1
L Klusener (SA),14,4,38,1,2.71,38,84,v England,Centurion,14 Jan 2000,1,1,1
CS Martin (NZ),11,4,38,1,3.45,38,66,v Bangladesh,Hamilton,18 Dec 2001,1,1,1
ST Gabriel (WI),15,3,38,1,2.53,38,90,v Australia,Roseau,3 Jun 2015,1,1,1
CS Martin (NZ),10,2,39,1,3.9,39,60,v West Indies,Napier,25 Mar 2006,1,1,1
A McGrath (ENG),11,0,40,1,3.63,40,66,v South Africa,Lord's,31 Jul 2003,1,1,1
JH Kallis (SA),17.3,7,40,1,2.28,40,105,v Zimbabwe,Cape Town,4 Mar 2005,1,1,1
NJ Astle (NZ),13,2,40,1,3.07,40,78,v Australia,Wellington,18 Mar 2005,1,1,1
JH Kallis (SA),10,3,40,1,4,40,60,v England,Johannesburg,14 Jan 2010,1,1,1
DR Tuffey (NZ),24,7,41,1,1.7,41,144,v South Africa,Auckland,18 Mar 2004,1,1,1
KMDN Kulasekara (SL),10,2,41,1,4.1,41,60,v New Zealand,Galle,18 Aug 2009,1,1,1
RAS Lakmal (SL),17.3,5,41,1,2.34,41,105,v West Indies,Pallekele,1 Dec 2010,1,1,1
VD Philander (SA),18,4,41,1,2.27,41,108,v West Indies,Port Elizabeth,26 Dec 2014,1,1,1
JDS Neesham (NZ),12,2,41,1,3.41,41,72,v South Africa,Wellington,16 Mar 2017,1,1,1
B Kumar (INDIA),12.3,2,41,1,3.28,41,75,v Australia,Dharamsala,25 Mar 2017,1,1,1
TS Roland-Jones (ENG),11,3,41,1,3.72,41,66,v South Africa,Manchester,4 Aug 2017,1,1,1
B Lee (AUS),10,2,42,1,4.2,42,60,v ICC World XI,Sydney,14 Oct 2005,1,1,1
A Nel (SA),15,2,42,1,2.8,42,90,v Australia,Johannesburg,31 Mar 2006,1,1,1
KMDN Kulasekara (SL),11,2,42,1,3.81,42,66,v India,Colombo (SSC),23 Jul 2008,1,1,1
RAS Lakmal (SL),14,0,42,1,3,42,84,v Bangladesh,Galle,7 Mar 2017,1,1,1
L Klusener (SA),12,2,43,1,3.58,43,72,v New Zealand,Johannesburg,8 Dec 2000,1,1,1
SM Pollock (SA),17,5,43,1,2.52,43,102,v Sri Lanka,Centurion,20 Jan 2001,1,1,1
Yasir Ali (PAK),14,4,43,1,3.07,43,84,v Bangladesh,Multan,3 Sep 2003,1,1,1
JH Kallis (SA),21,8,44,1,2.09,44,126,v New Zealand,Port Elizabeth,30 Nov 2000,1,1,1
SC Ganguly (INDIA),13.2,3,44,1,3.3,44,80,v Australia,Kolkata,11 Mar 2001,1,1,1
NJ Astle (NZ),19,6,44,1,2.31,44,114,v England,Auckland,30 Mar 2002,1,1,1
E Chigumbura (ZIM),12,2,44,1,3.66,44,72,v Sri Lanka,Harare,6 May 2004,1,1,1
SR Watson (AUS),19,7,44,1,2.31,44,114,v England,Adelaide,3 Dec 2010,1,1,1
DW Steyn (SA),10.1,0,44,1,4.32,44,61,v Australia,Cape Town,1 Mar 2014,1,1,1
CJ Chibhabha (ZIM),15,1,44,1,2.93,44,90,v New Zealand,Bulawayo,28 Jul 2016,1,1,1
SC Ganguly (INDIA),12,2,45,1,3.75,45,72,v South Africa,Kanpur,20 Nov 2004,1,1,1
ST Gabriel (WI),14,5,45,1,3.21,45,84,v Zimbabwe,Bridgetown,12 Mar 2013,1,1,1
